lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1.1,theta.2.1,theta.3.1,theta.4.1,theta.5.1,theta.6.1,theta.7.1,theta.8.1,theta.9.1,theta.10.1,theta.11.1,theta.12.1,theta.13.1,theta.14.1,theta.15.1,theta.16.1,theta.17.1,theta.18.1,theta.19.1,theta.20.1,theta.21.1,theta.22.1,theta.23.1,theta.24.1,theta.25.1,theta.1.2,theta.2.2,theta.3.2,theta.4.2,theta.5.2,theta.6.2,theta.7.2,theta.8.2,theta.9.2,theta.10.2,theta.11.2,theta.12.2,theta.13.2,theta.14.2,theta.15.2,theta.16.2,theta.17.2,theta.18.2,theta.19.2,theta.20.2,theta.21.2,theta.22.2,theta.23.2,theta.24.2,theta.25.2,phi.1.1,phi.2.1,phi.1.2,phi.2.2,phi.1.3,phi.2.3,phi.1.4,phi.2.4,phi.1.5,phi.2.5
# Adaptation terminated
# Step size = 0.188613
# Diagonal elements of inverse mass matrix:
# 5.05981, 4.92315, 0.388191, 0.342793, 3.81639, 3.76495, 4.34154, 4.33904, 7.00655, 3.95553, 3.93406, 6.85582, 1.69747, 5.19446, 4.83537, 1.51357, 1.18634, 2.53885, 1.89972, 5.36005, 0.990679, 1.60987, 0.827749, 0.391307, 6.28628, 0.0404322, 0.0951269, 5.80096, 34.8549, 17.1513, 37.0694, 0.0531589, 0.0432602
-403.007,0.244122,0.188613,4,15,0,421.291,0.00632754,0.0103582,0.331044,0.271193,0.998775,0.0211736,0.248799,0.753858,0.0432733,0.965463,0.0207298,0.00514903,0.278175,0.15725,0.996915,0.0138746,0.697524,0.819073,0.179131,0.00573694,0.989924,0.766377,0.394156,0.541178,0.988006,0.993672,0.989642,0.668956,0.728807,0.00122488,0.978826,0.751201,0.246142,0.956727,0.034537,0.97927,0.994851,0.721825,0.84275,0.00308506,0.986125,0.302476,0.180927,0.820869,0.994263,0.0100761,0.233623,0.605844,0.458822,0.0119936,0.398811,2.92044e-006,0.311704,0.00598705,0.278017,0.291873,7.1464e-009,0.495081,0.0114675,0.207057
-400.835,0.989299,0.188613,4,15,0,413.898,0.0840085,0.123604,0.399912,0.401841,0.999885,0.0724851,0.00272613,0.999619,0.0908327,0.980039,0.140889,0.541301,0.811916,0.00274186,0.987343,0.537563,0.909973,0.901646,0.0579597,0.315671,0.996942,0.936278,0.300824,0.286185,0.997572,0.915991,0.876396,0.600088,0.598159,0.000115399,0.927515,0.997274,0.000380528,0.909167,0.0199607,0.859111,0.458699,0.188084,0.997258,0.0126573,0.462437,0.0900274,0.0983538,0.94204,0.684329,0.00305763,0.0637222,0.699176,0.713815,0.0024283,0.407419,0.00316552,0.308818,0.00252046,0.275893,0.325975,8.12521e-007,0.371887,0.0078693,0.296453
-397.592,0.872793,0.188613,4,31,0,420.736,0.0647227,0.0187699,0.243709,0.395077,0.972557,0.0457923,0.0064619,0.921753,0.0148257,0.989218,0.000741057,0.00110709,0.546959,0.208105,0.9994,0.0114966,0.646246,0.875216,0.429302,0.00968007,0.877983,0.999219,0.390458,0.61961,0.985545,0.935277,0.98123,0.756291,0.604923,0.0274427,0.954208,0.993538,0.0782471,0.985174,0.0107819,0.999259,0.998893,0.453041,0.791895,0.00060001,0.988503,0.353754,0.124784,0.570698,0.99032,0.122017,0.000780947,0.609542,0.38039,0.0144553,0.356244,0.014736,0.350683,5.25285e-007,0.26648,0.249316,0.000471039,0.464212,0.0261214,0.271736
-395.998,0.891509,0.188613,4,15,0,409.184,0.112406,0.0174139,0.388332,0.558729,0.975685,0.0134394,0.0194736,0.894349,0.0427712,0.927599,0.00201583,0.00387831,0.921047,0.0416767,0.998415,0.0118149,0.922877,0.868478,0.309638,0.131968,0.785535,0.999684,0.609125,0.508593,0.997798,0.887594,0.982586,0.611668,0.441271,0.0243154,0.986561,0.980526,0.105651,0.957229,0.0724009,0.997984,0.996122,0.0789535,0.958323,0.00158485,0.988185,0.077123,0.131522,0.690362,0.868032,0.214465,0.000315869,0.390875,0.491407,0.0022019,0.371343,0.00941062,0.308013,1.54364e-008,0.302133,0.267756,0.00181113,0.474188,0.0166996,0.248645
-396.738,0.613236,0.188613,4,31,0,411.741,0.27221,0.0355577,0.433861,0.51011,0.932721,0.282839,0.0285221,0.84577,0.235386,0.990299,0.00310395,0.0598074,0.827936,0.0390543,0.992033,0.00926044,0.918979,0.876135,0.0676848,0.11691,0.813172,0.998862,0.397611,0.646612,0.991361,0.72779,0.964442,0.566139,0.48989,0.0672788,0.717161,0.971478,0.15423,0.764614,0.00970118,0.996896,0.940193,0.172064,0.960946,0.00796734,0.99074,0.0810211,0.123865,0.932315,0.88309,0.186828,0.00113841,0.602389,0.353388,0.00863891,0.366728,0.00863561,0.365286,3.09781e-010,0.252254,0.267552,2.34196e-006,0.464424,0.0157291,0.259388
-401.399,0.806133,0.188613,4,15,0,417.464,0.0273125,0.0185925,0.362076,0.536983,0.938729,0.218302,0.00942681,0.827422,0.59266,0.970391,0.00399021,0.735254,0.695623,0.00839394,0.958407,0.0056776,0.929615,0.924215,0.0456687,0.0411004,0.745802,0.998595,0.279908,0.725134,0.952979,0.972687,0.981407,0.637924,0.463017,0.0612707,0.781698,0.990573,0.172578,0.40734,0.0296093,0.99601,0.264746,0.304377,0.991606,0.0415928,0.994322,0.070385,0.0757852,0.954331,0.9589,0.254198,0.00140497,0.720092,0.274866,0.0470209,0.367058,0.028368,0.326191,3.43926e-009,0.234486,0.228734,0.000434144,0.459728,0.0718313,0.28317
-401.554,0.7894,0.188613,4,15,0,420.132,0.113013,0.0540972,0.267939,0.348526,0.999766,0.0115849,0.365196,0.999767,1.73526e-005,0.988823,0.00786549,0.000369944,0.584623,0.0769282,0.992273,0.43192,0.74239,0.779712,0.546085,0.160436,0.767558,0.998885,0.47741,0.292426,0.957161,0.886987,0.945903,0.732061,0.651474,0.000234034,0.988415,0.634804,0.000232615,0.999983,0.0111773,0.992135,0.99963,0.415377,0.923072,0.00772701,0.56808,0.25761,0.220288,0.453915,0.839564,0.232442,0.0011153,0.52259,0.707574,0.0428389,0.418398,7.68124e-005,0.326008,0.00442894,0.200961,0.320589,8.6756e-005,0.421862,0.0545468,0.253044
-396.619,0.997062,0.188613,4,15,0,415.833,0.0289892,0.0133599,0.447629,0.630498,0.746864,0.00322595,0.00703945,0.997029,0.497169,0.962109,0.136781,0.00790322,0.51744,0.0084079,0.724024,0.0219044,0.886403,0.847415,0.00664663,0.0218126,0.609382,0.992701,0.162922,0.255937,0.938771,0.971011,0.98664,0.552371,0.369502,0.253136,0.996774,0.992961,0.00297118,0.502831,0.0378905,0.863219,0.992097,0.48256,0.991592,0.275976,0.978096,0.113597,0.152585,0.993353,0.978187,0.390618,0.00729944,0.837078,0.744063,0.0612288,0.42741,0.00626285,0.357948,0.00275707,0.197535,0.315657,0.000266503,0.379727,0.0168406,0.295595
-393.242,0.922394,0.188613,4,15,0,410.95,0.0209183,0.0248835,0.326663,0.584869,0.803308,0.00214717,0.00231863,0.994725,0.0640381,0.982206,0.187217,0.0167594,0.639184,0.00643135,0.788346,0.0158951,0.869816,0.756131,0.00823141,0.0251752,0.526243,0.995559,0.181759,0.239841,0.961894,0.979082,0.975116,0.673337,0.415131,0.196692,0.997853,0.997681,0.0052746,0.935962,0.0177942,0.812783,0.983241,0.360816,0.993569,0.211654,0.984105,0.130184,0.243869,0.991769,0.974825,0.473757,0.00444129,0.818241,0.760159,0.0381062,0.454611,0.0263454,0.335755,0.00145323,0.201929,0.349399,0.00011546,0.364676,0.00758867,0.258127
-389.975,0.922027,0.188613,4,31,0,408.395,0.125403,0.0724759,0.248777,0.302014,0.995134,0.00136537,0.145046,0.940382,0.000413193,0.910343,0.0315832,0.301717,0.62212,0.0928568,0.989536,0.00358698,0.627837,0.861969,0.233807,0.113097,0.857628,0.788523,0.384772,0.395895,0.970787,0.874597,0.927524,0.751223,0.697986,0.00486556,0.998635,0.854954,0.0596182,0.999587,0.0896568,0.968417,0.698283,0.37788,0.907143,0.0104639,0.996413,0.372163,0.138031,0.766193,0.886903,0.142372,0.211477,0.615228,0.604105,0.0292132,0.316029,0.0089129,0.337257,0.00715462,0.343449,0.271243,0.000117788,0.381669,0.00314656,0.331021
-386.826,0.578512,0.188613,4,15,0,399.364,0.153184,0.0629835,0.43255,0.369929,0.960776,0.0535868,0.0271556,0.953514,0.00358727,0.995925,0.105175,0.0314664,0.872835,0.00907895,0.965664,0.0229418,0.782733,0.875162,0.346716,0.0096997,0.538934,0.863163,0.420542,0.423319,0.924875,0.846816,0.937016,0.56745,0.630071,0.0392238,0.946413,0.972844,0.046486,0.996413,0.00407465,0.894825,0.968534,0.127165,0.990921,0.0343357,0.977058,0.217267,0.124838,0.653284,0.9903,0.461066,0.136837,0.579458,0.576681,0.0751247,0.355484,0.00856773,0.328899,8.08907e-009,0.294814,0.258344,0.0119143,0.367578,0.00888978,0.36551
-389.555,0.940388,0.188613,4,15,0,398.264,0.0475395,0.0261141,0.427451,0.480714,0.995754,0.0926251,0.0046194,0.99318,0.174249,0.811502,0.0883776,0.32716,0.784212,0.00610818,0.949476,0.0942853,0.809673,0.733773,0.103138,0.251599,0.761314,0.487407,0.69657,0.461482,0.979284,0.95246,0.973886,0.572549,0.519286,0.00424633,0.907375,0.995381,0.00681999,0.825751,0.188498,0.911622,0.67284,0.215788,0.993892,0.0505239,0.905715,0.190327,0.266227,0.896862,0.748401,0.238686,0.512593,0.30343,0.538518,0.0207158,0.386969,0.00447387,0.312209,3.55591e-007,0.299243,0.273082,0.000156741,0.455077,0.00142114,0.267366
-392.476,0.965363,0.188613,4,15,0,403.578,0.178114,0.00353127,0.571276,0.61909,0.996344,0.0975114,0.239249,0.842106,0.000961721,0.994782,0.118926,0.0038566,0.64988,0.0401758,0.986834,0.0102313,0.840146,0.878306,0.25354,0.0975275,0.577099,0.731866,0.377846,0.461267,0.898599,0.821886,0.996469,0.428724,0.38091,0.0036563,0.902489,0.760751,0.157894,0.999038,0.00521779,0.881074,0.996143,0.35012,0.959824,0.0131658,0.989769,0.159854,0.121694,0.74646,0.902472,0.422901,0.268134,0.622154,0.538733,0.101401,0.347524,0.0173541,0.328553,5.18772e-006,0.27415,0.251127,1.49479e-007,0.415083,0.0497735,0.31643
-393.149,0.914213,0.188613,4,15,0,404.731,0.134687,0.255485,0.594952,0.515105,0.997997,0.0132199,0.0542066,0.99522,0.00541859,0.994472,0.0538435,0.0261094,0.757577,0.0728381,0.999797,0.0610159,0.585186,0.885104,0.144146,0.132148,0.836599,0.914729,0.202965,0.517724,0.988716,0.865313,0.744515,0.405048,0.484895,0.00200269,0.98678,0.945793,0.00477959,0.994581,0.00552848,0.946156,0.973891,0.242423,0.927162,0.00020289,0.938984,0.414814,0.114896,0.855854,0.867852,0.163401,0.0852707,0.797035,0.482276,0.0112839,0.445814,9.22184e-005,0.272052,0.00135678,0.280441,0.226519,1.58939e-006,0.483902,0.0016915,0.28813
-396.768,0.973848,0.188613,5,63,0,410.129,0.133028,0.00513749,0.277691,0.460995,0.858322,0.000726701,0.23362,0.998863,0.286899,0.876568,0.0153727,0.33946,0.693754,2.15619e-005,0.830735,0.295472,0.849427,0.75441,0.18354,0.120374,0.416057,0.888518,0.282526,0.457656,0.999832,0.866972,0.994863,0.722309,0.539005,0.141678,0.999273,0.76638,0.00113659,0.713101,0.123432,0.984627,0.66054,0.306246,0.999978,0.169265,0.704528,0.150573,0.24559,0.81646,0.879626,0.583943,0.111482,0.717474,0.542344,0.000167975,0.38545,1.07967e-006,0.335848,5.54412e-005,0.266913,0.233503,0.0117866,0.381959,2.84218e-006,0.384482
-405.237,0.871697,0.188613,4,15,0,424.748,0.287103,0.533937,0.658528,0.234808,0.981819,0.000758937,0.207086,0.99982,0.0177462,0.973304,0.413424,0.0522982,0.788816,0.00104215,0.948009,0.132573,0.900911,0.765321,0.0493767,0.0910061,0.448393,0.852339,0.181522,0.706611,0.999937,0.712897,0.466063,0.341472,0.765192,0.0181811,0.999241,0.792914,0.000180459,0.982254,0.0266958,0.586576,0.947702,0.211184,0.998958,0.0519906,0.867427,0.0990889,0.234679,0.950623,0.908994,0.551607,0.147661,0.818478,0.293389,6.28504e-005,0.282706,1.68893e-005,0.353301,0.00474911,0.363326,0.223321,0.000519922,0.419566,0.000146666,0.352347
-405.313,0.945424,0.188613,4,15,0,425.881,0.194949,0.000269203,0.785806,0.645661,0.941988,0.0107996,0.0375495,0.999203,0.149433,0.960751,0.00630692,0.376227,0.736055,0.000498126,0.998489,0.151074,0.750649,0.926409,0.187894,0.322855,0.640976,0.484249,0.131812,0.563229,0.468346,0.805051,0.999731,0.214194,0.354339,0.0580123,0.9892,0.962451,0.000796808,0.850567,0.0392489,0.993693,0.623773,0.263945,0.999502,0.00151065,0.848926,0.249351,0.0735914,0.812106,0.677145,0.359024,0.515751,0.868188,0.436771,0.531654,0.347186,1.26474e-007,0.314178,0.000743799,0.267503,0.208028,0.00300582,0.480892,0.0681262,0.310336
-401.822,1,0.188613,4,15,0,420.202,0.207112,0.000340925,0.763111,0.69161,0.945287,0.0149428,0.0517327,0.998955,0.196327,0.955191,0.0101408,0.414225,0.71992,0.00048339,0.998634,0.129985,0.722574,0.941746,0.266307,0.188024,0.731577,0.505696,0.128069,0.569046,0.658304,0.792888,0.999659,0.236889,0.30839,0.0547132,0.985057,0.948267,0.0010449,0.803673,0.0448094,0.989859,0.585775,0.28008,0.999517,0.00136585,0.870015,0.277426,0.0582536,0.733693,0.811976,0.268423,0.494304,0.871931,0.430954,0.341696,0.359875,1.24503e-007,0.298298,0.000301986,0.263022,0.214343,0.000760918,0.486503,0.078044,0.298851
-396.602,0.9913,0.188613,4,15,0,415.938,0.063289,0.0556791,0.239171,0.225482,0.974283,0.189048,0.146874,0.999993,0.00129353,0.98205,0.0187897,0.00805953,0.66504,0.000551554,0.956076,0.24821,0.975692,0.922519,0.179193,0.0709725,0.564921,0.892903,0.507861,0.404818,0.999876,0.936711,0.944321,0.760829,0.774518,0.0257168,0.810952,0.853126,6.58857e-006,0.998706,0.0179495,0.98121,0.99194,0.33496,0.999448,0.0439242,0.75179,0.0243079,0.0774809,0.820807,0.929028,0.435079,0.107097,0.492139,0.595182,0.000123722,0.359591,0.0112821,0.355118,4.49488e-005,0.284687,0.335049,0.000561376,0.360133,4.32552e-005,0.293491
-402.201,0.699721,0.188613,4,15,0,421.101,0.146772,0.029251,0.436861,0.223067,0.823578,0.0304362,0.0018312,0.999984,0.000726179,0.803107,0.113139,0.251141,0.787585,0.00194207,0.769692,0.134246,0.879412,0.644874,0.192101,0.000125221,0.265934,0.896315,0.259912,0.209099,0.997076,0.853228,0.970749,0.563139,0.776933,0.176422,0.969564,0.998169,1.59196e-005,0.999274,0.196893,0.886861,0.748859,0.212415,0.998058,0.230308,0.865754,0.120588,0.355126,0.807899,0.999875,0.734066,0.103685,0.740088,0.790901,0.00292428,0.392881,0.00116647,0.350074,1.8766e-005,0.223645,0.232305,0.0307212,0.475393,0.00267946,0.291117
-398.816,0.781775,0.188613,4,15,0,419.134,0.13613,0.0441301,0.33513,0.536709,0.988401,0.168177,0.589346,0.999922,0.152937,0.997876,0.015303,0.065583,0.759357,0.00799357,0.995738,0.174914,0.38686,0.954901,0.289182,0.000244486,0.764745,0.903252,0.266015,0.525312,0.99659,0.86387,0.95587,0.66487,0.463291,0.0115989,0.831823,0.410654,7.78071e-005,0.847063,0.00212391,0.984697,0.934417,0.240643,0.992006,0.00426183,0.825086,0.61314,0.045099,0.710818,0.999756,0.235255,0.0967484,0.733985,0.474688,0.00341033,0.443074,0.00622219,0.266614,2.73142e-005,0.290072,0.254686,3.67393e-007,0.388616,0.000239843,0.350449
-399.037,0.969423,0.188613,4,15,0,419.411,0.0117219,0.121837,0.486381,0.383756,0.984133,0.00764199,0.0131543,0.998767,0.00686078,0.998286,0.0216748,0.253692,0.687781,0.0484479,0.839912,0.181423,0.975445,0.971727,0.164744,0.0031925,0.334362,0.962011,0.471038,0.518462,0.985391,0.988278,0.878163,0.513619,0.616244,0.0158668,0.992358,0.986846,0.0012325,0.993139,0.00171412,0.978325,0.746308,0.312219,0.951552,0.160088,0.818577,0.0245548,0.0282726,0.835256,0.996808,0.665638,0.0379889,0.528962,0.481538,0.0146095,0.4179,0.000259966,0.355687,0.00245428,0.226047,0.184907,0.000366094,0.516001,5.7595e-009,0.296378
-397.983,0.946936,0.188613,4,15,0,418.863,0.0329254,0.00122463,0.333111,0.427937,0.983706,0.208262,0.191768,0.836645,0.0289911,0.836334,0.0996544,0.0143484,0.974675,0.00581799,0.98356,0.19673,0.983988,0.559867,0.059768,0.333543,0.712519,0.817531,0.13081,0.297856,0.931026,0.967075,0.998775,0.666889,0.572063,0.0162937,0.791738,0.808232,0.163355,0.971009,0.163666,0.900346,0.985652,0.0253251,0.994182,0.0164398,0.80327,0.0160121,0.440133,0.940232,0.666457,0.287481,0.182469,0.86919,0.702144,0.068974,0.342905,0.0303786,0.313904,0.00622565,0.338597,0.381901,0.000405355,0.305642,0.00418812,0.275853
-400.965,0.693589,0.188613,4,31,0,415.219,0.0854997,0.25315,0.497879,0.441504,0.981504,0.0151208,0.0524502,0.994824,0.0790554,0.99667,0.0649364,0.148818,0.994019,0.15342,0.873392,0.100606,0.97554,0.960806,0.188431,0.00571213,0.751665,0.94024,0.611391,0.225482,0.999253,0.9145,0.74685,0.502121,0.558496,0.0184956,0.984879,0.94755,0.00517604,0.920945,0.0033298,0.935064,0.851182,0.00598112,0.84658,0.126608,0.899394,0.0244598,0.0391938,0.811569,0.994288,0.248335,0.0597599,0.388609,0.774518,0.000746578,0.422953,0.000307068,0.337117,1.17765e-012,0.238316,0.254428,0.000330368,0.484356,0.00128393,0.260909
-394.963,0.723463,0.188613,4,15,0,415.032,0.0820023,0.00683661,0.371984,0.612418,0.931553,0.115252,0.117177,0.920112,0.0584304,0.990299,0.136395,0.0967299,0.793987,0.00913466,0.97839,0.0948932,0.99343,0.861885,0.316768,0.00123695,0.556709,0.772946,0.351324,0.537558,0.99893,0.917998,0.993163,0.628016,0.387582,0.0684468,0.884748,0.882823,0.0798884,0.94157,0.00970063,0.863605,0.90327,0.206013,0.990865,0.0216096,0.905107,0.00656983,0.138115,0.683232,0.998763,0.443291,0.227054,0.648676,0.462442,0.00106956,0.325185,0.000269755,0.314813,8.23678e-007,0.307172,0.263929,0.0525589,0.508308,0.000271365,0.227492
-391.226,0.988643,0.188613,4,15,0,410.499,0.109862,0.205044,0.209109,0.449116,0.999949,0.0285417,0.0739925,0.988228,0.0456306,0.976001,0.0187062,0.225329,0.867758,0.161599,0.896547,0.170494,0.96905,0.763264,0.157406,0.360793,0.777054,0.807213,0.310791,0.245138,0.891519,0.890138,0.794956,0.790891,0.550884,5.0932e-005,0.971458,0.926007,0.0117725,0.954369,0.0239989,0.981294,0.774671,0.132242,0.838401,0.103453,0.829506,0.0309499,0.236736,0.842594,0.639207,0.222946,0.192787,0.689209,0.754862,0.108481,0.359455,0.000301202,0.35406,0.0108762,0.285298,0.205138,2.27166e-005,0.372721,0.00116406,0.410964
-389.586,0.562333,0.188613,4,15,0,405.207,0.0532401,0.0062651,0.58359,0.444171,0.929204,0.0850334,0.115123,0.961075,0.0620895,0.945748,0.0442934,0.0371773,0.401489,0.00205901,0.970341,0.176973,0.904618,0.8897,0.271667,0.0103268,0.936029,0.648471,0.215659,0.42989,0.988574,0.94676,0.993735,0.41641,0.555829,0.0707961,0.914967,0.884877,0.0389254,0.93791,0.0542522,0.955707,0.962823,0.598511,0.997941,0.0296588,0.823027,0.0953822,0.1103,0.728333,0.989673,0.0639714,0.351529,0.784341,0.57011,0.011426,0.383239,1.14979e-005,0.380287,1.23375e-007,0.23593,0.304422,0.000540151,0.40131,4.36664e-006,0.294256
-393.877,0.9759,0.188613,4,15,0,408.381,0.0411981,0.0827486,0.240297,0.372375,0.989303,0.0359319,0.0604626,0.96232,0.00856766,0.980413,0.00191319,0.284521,0.801929,0.172347,0.851017,0.124444,0.649492,0.655903,0.0349164,0.0352069,0.258972,0.788215,0.380957,0.264023,0.924338,0.958802,0.917251,0.759703,0.627625,0.0106975,0.964068,0.939537,0.0376803,0.991432,0.0195874,0.998087,0.715479,0.198071,0.827653,0.148983,0.875556,0.350508,0.344097,0.965084,0.964793,0.741028,0.211785,0.619043,0.735977,0.075662,0.468879,1.76364e-007,0.294535,0.00351991,0.236585,0.268927,7.5684e-011,0.424848,1.67494e-006,0.302704
-395.474,0.871289,0.188613,4,15,0,411.357,0.202882,0.00600985,0.491637,0.65318,0.937391,0.165927,0.132039,0.950937,0.154395,0.965437,0.00360108,0.0430365,0.40431,0.00444432,0.968789,0.317063,0.932564,0.890938,0.265593,0.0695567,0.602028,0.572719,0.390909,0.533125,0.985262,0.797118,0.99399,0.508363,0.34682,0.0626093,0.834073,0.867961,0.049063,0.845605,0.0345625,0.996399,0.956964,0.59569,0.995556,0.0312114,0.682937,0.0674358,0.109062,0.734407,0.930443,0.397972,0.427281,0.609091,0.466875,0.0147381,0.416781,2.00349e-006,0.282299,0.000176432,0.300919,0.366308,1.49182e-011,0.347478,2.76132e-007,0.286036
-394.575,0.943111,0.188613,4,15,0,408.008,0.00149526,0.0164456,0.442339,0.443942,0.98512,0.0123346,0.122138,0.946905,0.0152675,0.966534,0.00994868,0.145758,0.704873,0.0282789,0.909051,0.0312389,0.770155,0.648195,0.224201,0.00897238,0.832911,0.912331,0.460066,0.439638,0.883347,0.998505,0.983554,0.557661,0.556058,0.0148801,0.987665,0.877862,0.0530955,0.984732,0.033466,0.990051,0.854242,0.295127,0.971721,0.0909495,0.968761,0.229845,0.351805,0.775799,0.991028,0.167089,0.0876694,0.539934,0.560362,0.116653,0.450542,8.44854e-006,0.348635,0.00385175,0.200822,0.232359,2.16336e-013,0.47555,6.65744e-007,0.288231
-396.41,0.767906,0.188613,4,31,0,411.352,0.00782387,0.0108355,0.509849,0.610992,0.978742,0.0177443,0.00463877,0.968968,0.0373235,0.937178,0.0178805,0.179887,0.823685,0.012494,0.808033,0.00500631,0.911084,0.850153,0.0491022,0.0238251,0.695925,0.931856,0.349446,0.446848,0.970194,0.992176,0.989165,0.490151,0.389008,0.0212585,0.982256,0.995361,0.0310319,0.962676,0.0628224,0.98212,0.820113,0.176315,0.987506,0.191967,0.994994,0.088916,0.149847,0.950898,0.976175,0.304075,0.0681437,0.650554,0.553152,0.0298059,0.423309,0.00084913,0.375296,0.000122322,0.201388,0.240887,2.14744e-013,0.429549,7.55718e-006,0.328593
-396.616,0.401958,0.188613,4,31,0,412.587,0.00455256,0.00210401,0.35788,0.577637,0.898801,0.107881,0.00678251,0.974146,0.0870464,0.962811,0.0283931,0.193482,0.736128,0.0694771,0.809726,0.0107906,0.910902,0.936273,0.16224,0.0786613,0.676743,0.871867,0.325399,0.474525,0.9779,0.995447,0.997896,0.64212,0.422363,0.101199,0.892119,0.993217,0.0258541,0.912954,0.0371894,0.971607,0.806518,0.263872,0.930523,0.190274,0.989209,0.0890979,0.0637269,0.83776,0.921339,0.323257,0.128133,0.674601,0.525475,0.0220999,0.408824,0.000393281,0.390622,1.33402e-005,0.200533,0.221436,3.36495e-015,0.38583,2.10339e-005,0.392327
-396.723,0.981726,0.188613,4,31,0,412.395,0.00510374,0.000265523,0.38784,0.530226,0.908189,0.0679234,0.0153862,0.842994,0.02985,0.995773,0.0181888,0.299961,0.622807,0.0599437,0.791545,0.0107697,0.93056,0.785083,0.261953,0.320407,0.44584,0.867939,0.166343,0.461046,0.967129,0.994896,0.999734,0.61216,0.469774,0.0918113,0.932077,0.984614,0.157006,0.97015,0.00422691,0.981811,0.700039,0.377193,0.940056,0.208455,0.98923,0.0694402,0.214917,0.738047,0.679593,0.55416,0.132061,0.833657,0.538954,0.0328709,0.374657,0.0166599,0.39553,0.00017522,0.229792,0.204321,5.14005e-013,0.401686,2.08054e-005,0.377158
-398.725,0.930724,0.188613,4,15,0,416.684,0.0211499,9.32764e-005,0.387617,0.328167,0.997155,0.00176875,0.00371699,0.997283,0.0317585,0.992819,0.0164711,0.0552751,0.8028,0.0718789,0.992169,0.457708,0.635081,0.891168,0.231056,0.00491115,0.785989,0.841451,0.407406,0.250839,0.967076,0.97885,0.999907,0.612383,0.671833,0.00284462,0.998231,0.996283,0.00271706,0.968242,0.00718052,0.983529,0.944725,0.1972,0.928121,0.00783136,0.542292,0.364919,0.108832,0.768944,0.995089,0.214011,0.158549,0.592594,0.749161,0.0329241,0.413266,0.000627624,0.253987,0.000152849,0.332731,0.35534,4.19209e-007,0.406524,1.55817e-005,0.237356
-406.305,0.999303,0.188613,5,31,0,423.066,0.00310607,5.1688e-006,0.298984,0.480502,0.952528,0.0501654,0.306523,0.959663,0.144186,0.999936,0.19616,0.31914,0.31764,0.0522682,0.688675,0.0171803,0.911969,0.922946,0.21406,0.232854,0.401134,0.481685,0.158503,0.39266,0.856946,0.996894,0.999995,0.701016,0.519498,0.0474721,0.949835,0.693477,0.0403371,0.855814,6.42048e-005,0.80384,0.68086,0.68236,0.947732,0.311325,0.98282,0.0880308,0.0770539,0.78594,0.767146,0.598866,0.518315,0.841497,0.60734,0.143054,0.459108,1.69187e-009,0.45439,7.33066e-005,0.0863714,0.32893,0.000129541,0.320917,1.25951e-006,0.350079
-407.289,0.787979,0.188613,4,31,0,428.844,0.000224492,6.90538e-006,0.227888,0.3826,0.936973,0.058155,0.068176,0.872966,0.0727006,0.999972,0.197979,0.00590487,0.591064,0.0749202,0.932089,0.0231985,0.803147,0.796174,0.302741,0.0981805,0.363145,0.60526,0.0925551,0.215625,0.95948,0.999776,0.999993,0.772112,0.6174,0.063027,0.941845,0.931824,0.127034,0.927299,2.77735e-005,0.802021,0.994095,0.408936,0.92508,0.0679112,0.976801,0.196853,0.203826,0.697259,0.90182,0.636855,0.39474,0.907445,0.784375,0.04052,0.451945,2.01238e-008,0.477709,0.000303582,0.0700149,0.328171,0.000330376,0.405773,1.21037e-011,0.265753
-401.41,0.93734,0.188613,5,31,0,421.907,0.553267,0.370363,0.480409,0.434386,0.979787,0.0771596,0.0744741,0.997565,0.0345668,1,0.0153967,0.0153869,0.784976,0.00118804,0.861806,0.440541,0.775273,0.911581,0.137315,0.0142214,0.821212,0.918704,0.342622,0.480325,0.995311,0.446733,0.629637,0.519591,0.565614,0.020213,0.92284,0.925526,0.00243453,0.965433,4.21405e-007,0.984603,0.984613,0.215024,0.998812,0.138194,0.559459,0.224727,0.0884186,0.862685,0.985779,0.178788,0.0812956,0.657378,0.519675,0.00468946,0.400295,5.81824e-005,0.217093,0.000105779,0.378567,0.294004,1.0966e-005,0.367859,0.00403451,0.337973
-397.141,0.609837,0.188613,4,31,0,413.803,0.00151198,3.89917e-005,0.308631,0.392958,0.901947,0.0289867,0.136266,0.945006,0.0502616,0.680721,0.152618,0.16925,0.569338,0.00677849,0.993185,0.0344483,0.941878,0.970323,0.311383,0.0670194,0.496636,0.503199,0.273486,0.30765,0.993865,0.998488,0.999961,0.691369,0.607042,0.098053,0.971013,0.863734,0.0549945,0.949738,0.319279,0.847382,0.83075,0.430662,0.993222,0.00681518,0.965552,0.0581224,0.0296772,0.688617,0.932981,0.503364,0.496801,0.726514,0.69235,0.00613471,0.402253,0.00205905,0.455042,0.00010971,0.141929,0.300886,0.000767926,0.440027,8.32077e-006,0.256919
