lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta.1.1,theta.2.1,theta.3.1,theta.4.1,theta.5.1,theta.6.1,theta.7.1,theta.8.1,theta.9.1,theta.10.1,theta.11.1,theta.12.1,theta.13.1,theta.14.1,theta.15.1,theta.16.1,theta.17.1,theta.18.1,theta.19.1,theta.20.1,theta.21.1,theta.22.1,theta.23.1,theta.24.1,theta.25.1,theta.1.2,theta.2.2,theta.3.2,theta.4.2,theta.5.2,theta.6.2,theta.7.2,theta.8.2,theta.9.2,theta.10.2,theta.11.2,theta.12.2,theta.13.2,theta.14.2,theta.15.2,theta.16.2,theta.17.2,theta.18.2,theta.19.2,theta.20.2,theta.21.2,theta.22.2,theta.23.2,theta.24.2,theta.25.2,phi.1.1,phi.2.1,phi.1.2,phi.2.2,phi.1.3,phi.2.3,phi.1.4,phi.2.4,phi.1.5,phi.2.5
# Adaptation terminated
# Step size = 0.188613
# Diagonal elements of inverse mass matrix:
# 5.05981, 4.92315, 0.388191, 0.342793, 3.81639, 3.76495, 4.34154, 4.33904, 7.00655, 3.95553, 3.93406, 6.85582, 1.69747, 5.19446, 4.83537, 1.51357, 1.18634, 2.53885, 1.89972, 5.36005, 0.990679, 1.60987, 0.827749, 0.391307, 6.28628, 0.0404322, 0.0951269, 5.80096, 34.8549, 17.1513, 37.0694, 0.0531589, 0.0432602
-403.57,0.707028,0.188613,4,31,0,418.219,0.179189,0.23025,0.322462,0.240872,0.998874,0.016157,0.486851,0.967044,0.00982015,0.999992,0.402326,0.192565,0.688316,0.00255696,0.991412,0.216286,0.952546,0.947643,0.0142855,0.0589303,0.616103,0.745269,0.345631,0.650279,0.988536,0.820811,0.76975,0.677538,0.759128,0.00112618,0.983843,0.513149,0.0329563,0.99018,8.36795e-006,0.597674,0.807435,0.311684,0.997443,0.00858799,0.783714,0.0474544,0.0523572,0.985715,0.94107,0.383897,0.254731,0.654369,0.349721,0.0114636,0.341392,4.98995e-009,0.358953,0.00611408,0.295722,0.259199,0.00393234,0.447894,8.10157e-011,0.286792
-403.971,0.997017,0.188613,4,15,0,420.468,0.0210081,0.00830257,0.308548,0.238735,0.996712,0.0124892,0.00390721,0.955698,0.00115591,0.999978,0.00819857,0.0699588,0.726136,0.275807,0.777163,0.235876,0.907621,0.665827,0.634966,0.122912,0.674003,0.855994,0.323559,0.437434,0.914915,0.978992,0.991697,0.691452,0.761265,0.00328765,0.987511,0.996093,0.0443023,0.998844,2.23321e-005,0.991801,0.930041,0.273864,0.724193,0.222837,0.764124,0.0923789,0.334173,0.365034,0.877088,0.325997,0.144006,0.676441,0.562566,0.0850848,0.444477,2.74303e-009,0.337855,0.000162302,0.216964,0.269403,0.000702318,0.533349,1.23281e-006,0.197086
-401.793,0.978746,0.188613,4,15,0,417.994,0.0499937,0.0197203,0.473362,0.196483,0.994562,0.0227675,0.00262221,0.954918,0.0216472,0.999977,0.00769171,0.0702748,0.855274,0.0634193,0.661833,0.189114,0.772769,0.730096,0.438015,0.299436,0.605873,0.912781,0.33924,0.332404,0.991752,0.950006,0.98028,0.526638,0.803517,0.00543801,0.977233,0.997378,0.0450822,0.978353,2.32149e-005,0.992308,0.929725,0.144726,0.936581,0.338167,0.810886,0.227231,0.269904,0.561985,0.700564,0.394127,0.0872192,0.66076,0.667596,0.00824753,0.433229,4.64626e-009,0.374577,0.0134414,0.190729,0.271193,0.00146521,0.521462,3.34437e-007,0.193904
-399.357,0.631206,0.188613,4,15,0,419.32,0.0522118,0.0318451,0.459368,0.20886,0.989255,0.0419361,0.00180429,0.964278,0.0202896,0.999972,0.00208838,0.00527062,0.752714,0.0385633,0.766664,0.169553,0.638882,0.862533,0.371414,0.155995,0.644576,0.831468,0.384152,0.329997,0.968751,0.947788,0.968155,0.540632,0.79114,0.0107452,0.958064,0.998196,0.0357223,0.97971,2.84392e-005,0.997912,0.994729,0.247286,0.961437,0.233336,0.830447,0.361118,0.137467,0.628586,0.844005,0.355424,0.168532,0.615848,0.670003,0.0312491,0.390403,3.86971e-009,0.409894,0.00308769,0.197975,0.298849,0.00172799,0.508281,3.18929e-007,0.189782
-398.952,0.982754,0.188613,4,15,0,413.694,0.292225,0.00374339,0.419211,0.301413,0.985292,0.393695,0.00269902,0.960087,0.156498,0.999705,0.000136183,0.0127545,0.792575,0.0121766,0.850399,0.396,0.673651,0.582933,0.0654378,0.0798145,0.560576,0.610335,0.35824,0.371585,0.990872,0.707775,0.996257,0.580789,0.698587,0.014708,0.606305,0.997301,0.039913,0.843502,0.000294523,0.999864,0.987246,0.207425,0.987823,0.149601,0.604,0.326349,0.417067,0.934562,0.920185,0.439424,0.389665,0.64176,0.628415,0.00912813,0.403956,1.25082e-008,0.424122,0.00184534,0.16575,0.308211,0.00617123,0.427228,7.05302e-007,0.262716
-396.567,1,0.188613,4,15,0,410.705,0.00310136,0.244407,0.276743,0.657695,0.759907,0.0116899,0.000842751,0.959748,0.0282607,0.997362,0.000202951,0.119456,0.436017,0.00686528,0.854264,0.132126,0.832458,0.856722,0.199509,0.00784095,0.64914,0.750288,0.199351,0.378763,0.998571,0.996899,0.755593,0.723257,0.342305,0.240093,0.98831,0.999157,0.0402522,0.971739,0.00263791,0.999797,0.880544,0.563983,0.993135,0.145736,0.867874,0.167542,0.143278,0.800491,0.992159,0.35086,0.249712,0.800649,0.621237,0.00142885,0.476702,8.63831e-007,0.368561,0.00158362,0.151979,0.381931,0.00274053,0.352291,1.71774e-005,0.264194
-395.995,0.665146,0.188613,4,31,0,412.513,9.31749e-005,0.00040688,0.485059,0.233224,0.991448,0.0356816,0.0882971,0.903901,0.0023217,0.951949,0.000273783,0.0610056,0.626525,0.00605147,0.99167,0.255722,0.975645,0.931262,0.248927,0.126794,0.456214,0.721774,0.434232,0.357717,0.993288,0.999907,0.999593,0.514941,0.766776,0.00855247,0.964318,0.911703,0.0960989,0.997678,0.048051,0.999726,0.938994,0.373475,0.993949,0.00833016,0.744278,0.0243546,0.0687376,0.751073,0.873206,0.543786,0.278226,0.565768,0.642283,0.00671207,0.436467,3.93087e-007,0.331407,0.00365822,0.228854,0.304318,0.00327191,0.36515,8.43495e-008,0.326874
-394.899,0.978709,0.188613,4,15,0,411.401,7.7779e-005,0.0510011,0.30555,0.51963,0.904638,0.0697676,0.040723,0.988096,0.0241885,0.981322,0.00541233,0.130926,0.628402,0.00243015,0.768812,0.0916144,0.262669,0.678894,0.119974,0.0127851,0.626304,0.700344,0.220697,0.395524,0.999112,0.999922,0.948999,0.69445,0.48037,0.0953621,0.930232,0.959277,0.0119038,0.975811,0.0186784,0.994588,0.869074,0.371598,0.99757,0.231188,0.908386,0.737331,0.321106,0.880026,0.987215,0.373696,0.299656,0.779303,0.604476,0.000888138,0.401176,1.95838e-006,0.378397,6.53052e-005,0.220254,0.300325,0.000171782,0.41509,3.0746e-007,0.284518
-391.427,0.991449,0.188613,4,15,0,407.407,0.136698,0.0637046,0.436975,0.279375,0.998205,0.0130922,0.187851,0.884186,0.000473994,0.962182,0.103523,0.124443,0.666678,0.068462,0.993343,0.0576016,0.994754,0.762279,0.101648,0.252145,0.544077,0.716586,0.363458,0.301769,0.996914,0.863302,0.936295,0.563025,0.720625,0.00179542,0.986908,0.812149,0.115814,0.999526,0.0378183,0.896477,0.875557,0.333322,0.931538,0.00665697,0.942398,0.00524571,0.237721,0.898352,0.747855,0.455923,0.283414,0.636542,0.698231,0.00308593,0.437315,0.0307531,0.302827,0.000166349,0.245251,0.302957,5.87466e-005,0.360054,0.0145484,0.306069
-394.849,0.834983,0.188613,5,47,0,408.81,0.0596654,0.0575913,0.178695,0.424944,0.916895,0.0617446,0.073434,0.98942,0.000197205,0.98332,0.0422968,0.0458749,0.694847,0.0424581,0.979204,0.119494,0.970004,0.794455,0.188807,0.0173462,0.625157,0.947862,0.152244,0.358755,0.999957,0.940335,0.942409,0.821305,0.575056,0.0831052,0.938255,0.926566,0.0105798,0.999803,0.0166802,0.957703,0.954125,0.305153,0.957542,0.0207958,0.880506,0.0299959,0.205545,0.811193,0.982654,0.374843,0.0521375,0.847756,0.641245,4.34139e-005,0.32288,5.55701e-005,0.438489,0.00148673,0.230304,0.310655,0.00832653,0.419903,1.33858e-009,0.2679
-394.518,0.944964,0.188613,4,15,0,409.698,0.202877,0.00872156,0.332121,0.412727,0.996534,0.0122995,0.0138467,0.964011,0.000190252,0.983278,0.135154,0.29234,0.633853,0.00171452,0.895935,0.22746,0.873724,0.941813,0.109751,0.0239997,0.820173,0.777616,0.220052,0.459689,0.999992,0.797123,0.991278,0.667879,0.587273,0.00346625,0.9877,0.986153,0.035989,0.99981,0.0167225,0.864846,0.70766,0.366147,0.998285,0.104065,0.77254,0.126276,0.0581868,0.890249,0.976,0.179827,0.222384,0.779948,0.540311,8.29644e-006,0.357054,1.65105e-005,0.362097,0.000779496,0.279318,0.241313,0.00153108,0.405455,2.18826e-010,0.352436
-395.222,0.962181,0.188613,4,15,0,404.983,0.133444,0.0152055,0.372328,0.379638,0.99795,0.0114193,0.0102174,0.96395,0.000287932,0.989199,0.336055,0.414459,0.481726,0.00251804,0.872011,0.153262,0.888618,0.896753,0.120456,0.0183538,0.804592,0.755964,0.270654,0.389578,0.999959,0.866556,0.984795,0.627672,0.620362,0.0020503,0.988581,0.989783,0.0360503,0.999712,0.0108007,0.663945,0.585541,0.518274,0.997482,0.127989,0.846738,0.111382,0.103247,0.879544,0.981646,0.195408,0.244036,0.729346,0.610422,4.10808e-005,0.374505,4.90259e-005,0.329536,0.0021969,0.295147,0.22377,0.000811941,0.416247,1.06328e-010,0.357738
-400.723,0.951627,0.188613,4,15,0,416.265,0.0103309,0.0236374,0.276152,0.505302,0.998984,0.000122995,0.152697,0.947801,0.00159462,0.998445,0.0173834,0.188338,0.576536,8.32847e-005,0.958657,0.155111,0.67258,0.922748,0.0566407,0.101664,0.674715,0.920949,0.291372,0.397129,0.999788,0.989669,0.976363,0.723848,0.494698,0.00101601,0.999877,0.847303,0.0521987,0.998405,0.00155471,0.982617,0.811662,0.423464,0.999917,0.0413433,0.844889,0.32742,0.0772521,0.943359,0.898336,0.325285,0.0790514,0.708628,0.602871,0.000211791,0.274918,0.00138733,0.396024,0.00210376,0.326344,0.255515,0.00271415,0.403188,2.74082e-011,0.337806
-403.323,0.191126,0.188613,4,15,0,420.679,0.0155493,0.0265586,0.177329,0.498687,0.999439,0.000102431,0.278484,0.97898,0.0044659,0.9952,0.058297,0.189844,0.619531,3.1861e-005,0.957556,0.0959669,0.845865,0.878771,0.0357041,0.133109,0.728139,0.901233,0.21725,0.312517,0.999878,0.984451,0.973441,0.822671,0.501313,0.000560696,0.999898,0.721516,0.02102,0.995534,0.00479987,0.941703,0.810156,0.380469,0.999968,0.0424437,0.904033,0.154135,0.121229,0.964296,0.866891,0.271861,0.0987674,0.78275,0.687483,0.000122282,0.264653,0.00764478,0.360734,0.00870039,0.373261,0.250077,0.00135191,0.395415,1.96528e-011,0.338163
-396.163,0.434769,0.188613,5,47,0,419.445,0.0218779,0.0546071,0.33328,0.430346,0.964242,6.14898e-005,0.0177834,0.939869,0.0281665,0.818688,0.148857,0.00931273,0.606237,0.0173393,0.987927,0.397797,0.765205,0.780789,0.194386,0.0011438,0.592669,0.696566,0.311322,0.261895,0.999985,0.978122,0.945393,0.66672,0.569654,0.0357575,0.999939,0.982217,0.0601311,0.971833,0.181312,0.851143,0.990687,0.393763,0.982661,0.0120732,0.602203,0.234795,0.219211,0.805614,0.998856,0.407331,0.303434,0.688678,0.738105,1.5219e-005,0.404516,0.00122396,0.333629,3.77348e-005,0.25268,0.301421,0.00917534,0.306703,3.91703e-008,0.390614
-400.481,0.921372,0.188613,4,31,0,418.399,0.00801612,0.223604,0.363431,0.459481,0.998704,0.000413263,0.275822,0.687455,0.0671787,0.979638,0.162637,0.0859741,0.789299,0.0130586,0.998464,0.33738,0.63754,0.760006,0.422735,0.00208855,0.680345,0.954344,0.310274,0.341334,0.99997,0.991984,0.776396,0.636569,0.540519,0.00129588,0.999587,0.724178,0.312545,0.932821,0.0203615,0.837363,0.914026,0.210701,0.986941,0.00153648,0.66262,0.36246,0.239994,0.577265,0.997911,0.319655,0.0456558,0.689726,0.658666,2.95479e-005,0.46116,0.00372725,0.279104,7.50889e-005,0.253578,0.350072,0.00613108,0.31013,2.60163e-005,0.335996
-396.405,1,0.188613,4,15,0,416.038,0.395868,0.0068618,0.218137,0.306435,0.9963,7.40432e-005,0.0239576,0.99852,0.0238856,0.938303,0.0539369,0.0186086,0.331585,0.128781,0.990766,0.102759,0.828734,0.842694,0.0338635,0.43015,0.90405,0.931671,0.376073,0.583608,0.991921,0.604132,0.993138,0.781863,0.693565,0.00369957,0.999926,0.976042,0.00147953,0.976114,0.061697,0.946063,0.981391,0.668415,0.871219,0.00923359,0.897241,0.171266,0.157306,0.966137,0.56985,0.0959501,0.0683287,0.623927,0.416392,0.00807921,0.425027,0.00012762,0.321456,0.00104445,0.245009,0.298317,0.000165159,0.428956,0.0083434,0.271555
-404.006,0.969477,0.188613,5,31,0,419.172,0.00158325,0.145483,0.2374,0.289051,0.91902,1.29936e-006,0.0331012,0.999916,0.0797896,0.975727,0.112095,0.126265,0.749101,0.00502081,0.916559,0.119722,0.95126,0.849282,0.614332,3.54027e-005,0.977027,0.826064,0.558261,0.132041,0.868785,0.998417,0.854517,0.7626,0.710949,0.0809804,0.999999,0.966899,8.4131e-005,0.92021,0.024273,0.887905,0.873735,0.250899,0.994979,0.0834413,0.880278,0.0487403,0.150718,0.385668,0.999965,0.0229725,0.173936,0.441739,0.867959,0.131215,0.410789,0.0168023,0.320854,0.000350706,0.256927,0.258956,0.00012447,0.394597,0.0113054,0.329294
-403.487,0.992108,0.188613,4,15,0,418.197,0.493824,0.00606837,0.512116,0.355499,0.963052,1.34925e-007,0.231831,0.690568,0.0634147,0.937328,0.0377461,0.117222,0.466303,0.130996,0.970318,0.157945,0.831007,0.996645,0.0245192,4.13133e-005,0.955925,0.732577,0.241383,0.498809,0.997014,0.506176,0.993932,0.487884,0.644501,0.0369476,1,0.768169,0.309432,0.936585,0.0626719,0.962254,0.882778,0.533697,0.869004,0.029682,0.842055,0.168993,0.00335476,0.975481,0.999959,0.0440752,0.267423,0.758617,0.501191,0.00298609,0.396136,0.000225751,0.340457,1.79582e-005,0.24911,0.312159,0.00314654,0.365917,0.0111507,0.32168
-403.095,0.987708,0.188613,5,31,0,423.012,0.000101045,0.0724983,0.278325,0.64366,0.948234,0.000111081,0.00093537,0.999935,0.101901,0.986753,0.0578191,0.190024,0.897795,0.00439711,0.926008,0.018671,0.883422,0.979578,0.603019,0.596195,0.98807,0.882702,0.445082,0.603019,0.998244,0.999899,0.927502,0.721675,0.35634,0.0517663,0.999889,0.999065,6.45702e-005,0.898099,0.0132471,0.942181,0.809976,0.102205,0.995603,0.0739919,0.981329,0.116578,0.0204225,0.396981,0.403805,0.0119303,0.117298,0.554918,0.396981,0.00175586,0.326428,0.000996384,0.262065,0.00277967,0.356836,0.184042,0.0064174,0.528933,0.0482536,0.283249
-390.782,0.944844,0.188613,5,31,0,418.967,0.0210306,0.07131,0.649509,0.277782,0.941144,0.0357666,0.0441852,0.944837,0.120981,0.997942,0.128521,0.225003,0.799573,0.00720241,0.970435,0.298164,0.962009,0.999781,0.12955,0.130059,0.477349,0.815378,0.409795,0.461672,0.759091,0.978969,0.92869,0.350491,0.722218,0.0588563,0.964233,0.955815,0.0551626,0.879019,0.00205832,0.871479,0.774997,0.200427,0.992798,0.0295651,0.701836,0.0379913,0.000218874,0.87045,0.869941,0.522651,0.184622,0.590205,0.538328,0.240909,0.371002,1.20506e-005,0.315794,0.000221508,0.295884,0.276755,0.00763516,0.406289,0.00968572,0.316722
-391.039,0.833638,0.188613,4,15,0,405.617,0.158078,0.000449886,0.336991,0.382659,0.954176,0.043947,0.00160599,0.947624,0.0540248,0.997313,0.087968,0.148058,0.728469,0.00842502,0.884732,0.344033,0.862657,0.999724,0.220501,0.056485,0.54512,0.972657,0.339913,0.266744,0.992701,0.841922,0.99955,0.663009,0.617341,0.045824,0.956053,0.998394,0.0523763,0.945975,0.00268675,0.912032,0.851942,0.271531,0.991575,0.115268,0.655967,0.137343,0.000276314,0.779499,0.943515,0.45488,0.0273433,0.660087,0.733256,0.00729907,0.398199,1.16166e-006,0.352095,0.00396888,0.230034,0.26974,7.06282e-005,0.450685,0.0196011,0.275605
-394.432,0.961208,0.188613,4,15,0,403.888,0.0300752,0.0019148,0.497177,0.445024,0.978006,0.0830278,0.000949651,0.967358,0.0907097,0.93129,0.0441437,0.0416984,0.448856,0.146015,0.98333,0.0675407,0.849243,0.999267,0.143633,0.0192312,0.443572,0.294384,0.478877,0.424022,0.856532,0.969925,0.998085,0.502823,0.554976,0.0219945,0.916972,0.99905,0.0326416,0.90929,0.06871,0.955856,0.958302,0.551144,0.853985,0.0166695,0.932459,0.150757,0.000733339,0.856367,0.980769,0.556428,0.705616,0.521123,0.575978,0.143468,0.43502,1.05941e-007,0.295837,0.00271213,0.230317,0.370233,2.40799e-005,0.352294,0.0388017,0.274761
-402.859,0.869793,0.188613,4,15,0,415.669,0.0452753,0.296229,0.304686,0.322049,0.886882,0.0146362,0.000533336,0.936668,0.0298602,0.989442,0.00024231,0.000191929,0.803129,0.00293982,0.869959,0.0473347,0.620893,0.985642,0.242266,0.00643281,0.602668,0.984021,0.413171,0.306856,0.996427,0.954725,0.703771,0.695314,0.677951,0.113118,0.985364,0.999467,0.0633318,0.97014,0.0105585,0.999758,0.999808,0.196871,0.99706,0.130041,0.952665,0.379107,0.0143579,0.757734,0.993567,0.397332,0.0159792,0.586829,0.693144,0.00357282,0.412035,0.0157096,0.373545,0.00437819,0.210147,0.223027,0.00176632,0.537495,0.00250702,0.219391
-397.557,0.96753,0.188613,4,31,0,419.284,0.114911,0.00158471,0.367048,0.703349,0.989532,0.0518929,0.00713431,0.999465,0.143229,0.980673,0.000523692,0.258114,0.621379,0.23747,0.982247,0.0748272,0.852744,0.459494,0.0874214,0.388728,0.735894,0.715305,0.345224,0.263281,0.968105,0.885089,0.998415,0.632952,0.296651,0.0104681,0.948107,0.992866,0.000535126,0.856771,0.0193269,0.999476,0.741886,0.378621,0.76253,0.0177535,0.925173,0.147256,0.540506,0.912579,0.611272,0.264106,0.284695,0.654776,0.736719,0.0318952,0.444884,0.00179995,0.278704,1.0386e-005,0.239928,0.351309,7.93448e-005,0.431769,0.0364052,0.215112
-399.421,0.946347,0.188613,4,15,0,416.039,0.00546581,0.0435881,0.266553,0.434007,0.87131,0.00442019,0.0260853,0.911491,0.000356066,0.924399,3.92596e-005,0.0171081,0.716467,0.000732913,0.979901,0.138113,0.524661,0.977259,0.353651,0.0022064,0.261137,0.799069,0.278149,0.301954,0.938462,0.994534,0.956412,0.733447,0.565993,0.12869,0.99558,0.973915,0.088509,0.999644,0.075601,0.999961,0.982892,0.283533,0.999267,0.0200987,0.861887,0.475339,0.0227414,0.646349,0.997794,0.738863,0.200931,0.721851,0.698046,0.0615381,0.379809,0.00836853,0.430792,9.44944e-007,0.188465,0.254684,0.00092496,0.413628,9.84237e-006,0.323319
-397.925,0.947528,0.188613,4,31,0,416.377,5.17557e-005,0.0591905,0.405977,0.403862,0.990716,0.162922,0.158927,0.999487,0.360883,0.983042,0.0075852,0.23035,0.851121,0.000994357,0.849694,0.209105,0.969751,0.653111,0.0896217,0.341738,0.909284,0.744834,0.162447,0.351651,0.989426,0.999948,0.940809,0.594023,0.596138,0.00928427,0.837078,0.841073,0.000512622,0.639117,0.0169575,0.992415,0.76965,0.148879,0.999006,0.150306,0.790895,0.0302488,0.346889,0.910378,0.658262,0.0907157,0.255166,0.837553,0.648349,0.010574,0.351213,0.000424652,0.360022,0.0189477,0.272401,0.346569,0.0163182,0.397931,4.61396e-005,0.236128
-393.862,0.82317,0.188613,4,31,0,411.273,0.000355991,0.130771,0.482829,0.600282,0.995197,0.0393246,0.20346,0.995271,0.00558005,0.934801,0.0263124,0.010227,0.909477,0.0286641,0.90959,0.0324675,0.993635,0.741409,0.0697148,0.0247132,0.640559,0.4451,0.252273,0.250087,0.900438,0.999644,0.869229,0.517171,0.399718,0.00480348,0.960675,0.79654,0.00472911,0.99442,0.0651992,0.973688,0.989773,0.090523,0.971336,0.0904103,0.967533,0.00636498,0.258591,0.930285,0.975287,0.359441,0.5549,0.747727,0.749913,0.0995622,0.377338,0.00195173,0.391096,1.59998e-005,0.222746,0.300064,0.00880231,0.433844,1.777e-005,0.264125
-395.586,0.721041,0.188613,4,15,0,413.615,0.146288,0.0351701,0.2403,0.685875,0.870165,0.14044,0.0390155,0.984239,0.00291184,0.966653,0.0468435,0.484014,0.397584,0.0187219,0.877452,0.0399125,0.931362,0.99204,0.18721,0.235836,0.76103,0.901043,0.345229,0.399322,0.981463,0.853712,0.96483,0.7597,0.314125,0.129835,0.85956,0.960984,0.0157608,0.997088,0.0333466,0.953156,0.515986,0.602416,0.981278,0.122548,0.960088,0.0686376,0.00796019,0.81279,0.764164,0.23897,0.098957,0.654771,0.600678,0.018537,0.46073,9.11423e-005,0.274708,2.0674e-006,0.249561,0.300602,4.39811e-006,0.492676,0.014996,0.206629
-395.028,0.954265,0.188613,4,15,0,412.841,0.16389,0.0874872,0.235317,0.666939,0.838864,0.130477,0.0732664,0.977604,0.00690108,0.977067,0.0397225,0.359021,0.353593,0.0147054,0.739312,0.0470194,0.917966,0.993177,0.177462,0.297242,0.795166,0.862625,0.298883,0.400345,0.978894,0.83611,0.912513,0.764683,0.333061,0.161136,0.869523,0.926734,0.0223959,0.993099,0.0229329,0.960277,0.640979,0.646407,0.985295,0.260688,0.952981,0.0820337,0.00682262,0.822538,0.702758,0.204834,0.137375,0.701117,0.599655,0.0211059,0.452697,9.48223e-005,0.262781,1.31359e-006,0.261092,0.296399,5.71482e-006,0.489676,0.0234235,0.213829
-400.102,0.943236,0.188613,4,15,0,414.635,0.438431,0.281905,0.161223,0.636576,0.960507,0.273311,0.174307,0.941965,0.00322529,0.89346,0.0253043,0.0991738,0.171117,0.00310978,0.972385,0.218844,0.900628,0.991233,0.271029,0.145983,0.689845,0.981202,0.522822,0.464474,0.920199,0.561569,0.718095,0.838777,0.363424,0.0394929,0.726689,0.825693,0.0580346,0.996775,0.10654,0.974696,0.900826,0.828883,0.99689,0.027615,0.781156,0.0993724,0.0087668,0.728971,0.854017,0.310155,0.0187984,0.477178,0.535526,0.0798006,0.390316,0.000388554,0.33349,5.92081e-006,0.2267,0.286136,3.23496e-008,0.499512,0.0494937,0.213958
-395.487,0.800174,0.188613,4,31,0,416.697,0.00336638,0.0146939,0.53,0.462654,0.892338,0.0114646,0.173326,0.970086,0.00250996,0.958945,0.134003,0.469614,0.772022,0.01322,0.961509,0.220112,0.810068,0.911492,0.184775,0.141826,0.732634,0.887633,0.669079,0.512963,0.949861,0.996634,0.985306,0.47,0.537346,0.107662,0.988535,0.826674,0.0299145,0.99749,0.0410549,0.865997,0.530386,0.227978,0.98678,0.0384912,0.779888,0.189932,0.0885084,0.815225,0.858174,0.267366,0.112367,0.330921,0.487037,0.0501391,0.415194,5.56585e-005,0.262821,4.79968e-006,0.293043,0.271365,0.0234534,0.539342,0.00548853,0.189233
-389.589,0.991723,0.188613,4,15,0,405.649,0.000723454,0.00573577,0.509534,0.469463,0.952615,0.0518172,0.199657,0.883713,0.0175836,0.946663,0.0282164,0.0233073,0.70925,0.0461163,0.834096,0.175063,0.980216,0.895005,0.339492,0.221965,0.600994,0.930721,0.562525,0.477008,0.92383,0.999277,0.994264,0.490466,0.530537,0.0473854,0.948183,0.800343,0.116287,0.982416,0.0533367,0.971784,0.976693,0.29075,0.953884,0.165904,0.824937,0.0197839,0.104995,0.660508,0.778035,0.399006,0.0692787,0.437475,0.522992,0.0761703,0.364763,0.000195121,0.322431,0.00171831,0.311334,0.196485,0.000115997,0.518617,0.00135615,0.282984
-393.388,0.938966,0.188613,4,15,0,408.778,0.00325223,0.00750398,0.375951,0.526605,0.946486,0.0424869,0.0410691,0.951504,0.00299907,0.959194,0.170172,0.025558,0.51724,0.0447858,0.915331,0.158913,0.96351,0.970994,0.468973,0.437309,0.340004,0.874007,0.452208,0.35469,0.956855,0.996748,0.992496,0.624049,0.473395,0.053514,0.957513,0.958931,0.0484962,0.997001,0.0408061,0.829828,0.974442,0.48276,0.955214,0.0846692,0.841087,0.0364901,0.0290056,0.531027,0.562691,0.659996,0.125993,0.547792,0.64531,0.0431448,0.351264,0.0212153,0.295615,0.000461521,0.34702,0.161122,0.000119437,0.508837,0.00598154,0.308364
-396.115,0.985883,0.188613,4,15,0,411.052,0.0426985,0.015481,0.378896,0.297843,0.994897,0.0189462,0.0804857,0.95526,0.312927,0.991088,0.00659623,0.356197,0.879859,0.0515924,0.997153,0.141104,0.901883,0.696042,0.0481676,0.00203079,0.841929,0.817516,0.140335,0.356989,0.947846,0.957302,0.984519,0.621104,0.702157,0.00510284,0.981054,0.919514,0.0447401,0.687073,0.00891204,0.993404,0.643803,0.120141,0.948408,0.00284701,0.858896,0.098117,0.303958,0.951832,0.997969,0.158071,0.182484,0.859665,0.643011,0.0521544,0.462353,0.000153819,0.355131,0.000540173,0.177661,0.444065,0.00446367,0.299086,0.000391129,0.256155
-399.707,0.980848,0.188613,4,15,0,414.914,0.143203,0.00312974,0.400566,0.277388,0.86648,0.0027308,0.0879833,0.96232,0.00175422,0.987914,0.260911,0.00105505,0.268171,0.00039214,0.735654,0.163026,0.628975,0.817156,0.371557,0.467075,0.318768,0.973047,0.511949,0.32154,0.948185,0.856797,0.99687,0.599434,0.722612,0.13352,0.997269,0.912017,0.0376804,0.998246,0.0120855,0.739089,0.998945,0.731829,0.999608,0.264346,0.836974,0.371025,0.182844,0.628443,0.532925,0.681232,0.0269535,0.488051,0.67846,0.0518152,0.386606,0.000467509,0.32316,2.51269e-005,0.284117,0.191983,0.000177412,0.473887,0.00593933,0.333637
-404.588,0.944981,0.188613,4,15,0,420.011,0.0246642,0.0054602,0.345741,0.48975,0.99987,0.114531,0.092546,0.991912,0.0913905,0.908701,0.00555343,0.335716,0.962987,0.259495,0.997965,0.0848897,0.939607,0.660366,0.143701,0.00175421,0.876454,0.290856,0.110416,0.408689,0.904052,0.975336,0.99454,0.654259,0.51025,0.000130498,0.885469,0.907454,0.00808754,0.908609,0.0912994,0.994447,0.664284,0.0370131,0.740505,0.00203484,0.91511,0.060393,0.339634,0.856299,0.998246,0.123546,0.709144,0.889584,0.591311,0.0959482,0.39679,1.43735e-006,0.385647,5.26611e-006,0.217563,0.346984,9.90816e-009,0.369856,1.81446e-010,0.283153
-404.613,0.638668,0.188613,4,15,0,420.002,0.109705,0.196543,0.522101,0.328744,0.999861,0.0262844,0.0793203,0.999602,0.0187072,0.992788,0.000321074,0.0162147,0.250875,0.000689719,0.821792,0.173867,0.543096,0.888626,0.158463,0.456182,0.313326,0.970801,0.30875,0.30811,0.988278,0.890295,0.803457,0.477899,0.671256,0.000138596,0.973716,0.92068,0.000397682,0.981293,0.00721181,0.999679,0.983785,0.749125,0.99931,0.178208,0.826133,0.456904,0.111374,0.841537,0.543818,0.686674,0.0291987,0.69125,0.69189,0.0117216,0.431863,0.0061563,0.267025,3.40809e-008,0.301085,0.219341,4.78251e-007,0.481476,2.61783e-005,0.293027
