lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta__asColumnOfTable__document_topic.1.1,theta__asColumnOfTable__document_topic.2.1,theta__asColumnOfTable__document_topic.3.1,theta__asColumnOfTable__document_topic.4.1,theta__asColumnOfTable__document_topic.5.1,theta__asColumnOfTable__document_topic.6.1,theta__asColumnOfTable__document_topic.7.1,theta__asColumnOfTable__document_topic.8.1,theta__asColumnOfTable__document_topic.9.1,theta__asColumnOfTable__document_topic.10.1,theta__asColumnOfTable__document_topic.11.1,theta__asColumnOfTable__document_topic.12.1,theta__asColumnOfTable__document_topic.13.1,theta__asColumnOfTable__document_topic.14.1,theta__asColumnOfTable__document_topic.15.1,theta__asColumnOfTable__document_topic.16.1,theta__asColumnOfTable__document_topic.17.1,theta__asColumnOfTable__document_topic.18.1,theta__asColumnOfTable__document_topic.19.1,theta__asColumnOfTable__document_topic.20.1,theta__asColumnOfTable__document_topic.21.1,theta__asColumnOfTable__document_topic.22.1,theta__asColumnOfTable__document_topic.23.1,theta__asColumnOfTable__document_topic.24.1,theta__asColumnOfTable__document_topic.25.1,theta__asColumnOfTable__document_topic.1.2,theta__asColumnOfTable__document_topic.2.2,theta__asColumnOfTable__document_topic.3.2,theta__asColumnOfTable__document_topic.4.2,theta__asColumnOfTable__document_topic.5.2,theta__asColumnOfTable__document_topic.6.2,theta__asColumnOfTable__document_topic.7.2,theta__asColumnOfTable__document_topic.8.2,theta__asColumnOfTable__document_topic.9.2,theta__asColumnOfTable__document_topic.10.2,theta__asColumnOfTable__document_topic.11.2,theta__asColumnOfTable__document_topic.12.2,theta__asColumnOfTable__document_topic.13.2,theta__asColumnOfTable__document_topic.14.2,theta__asColumnOfTable__document_topic.15.2,theta__asColumnOfTable__document_topic.16.2,theta__asColumnOfTable__document_topic.17.2,theta__asColumnOfTable__document_topic.18.2,theta__asColumnOfTable__document_topic.19.2,theta__asColumnOfTable__document_topic.20.2,theta__asColumnOfTable__document_topic.21.2,theta__asColumnOfTable__document_topic.22.2,theta__asColumnOfTable__document_topic.23.2,theta__asColumnOfTable__document_topic.24.2,theta__asColumnOfTable__document_topic.25.2,mu__asColumnOfTable__topic_word.1.1,mu__asColumnOfTable__topic_word.2.1,mu__asColumnOfTable__topic_word.1.2,mu__asColumnOfTable__topic_word.2.2,mu__asColumnOfTable__topic_word.1.3,mu__asColumnOfTable__topic_word.2.3,mu__asColumnOfTable__topic_word.1.4,mu__asColumnOfTable__topic_word.2.4,mu__asColumnOfTable__topic_word.1.5,mu__asColumnOfTable__topic_word.2.5
# Adaptation terminated
# Step size = 0.204452
# Diagonal elements of inverse mass matrix:
# 4.90743, 4.73849, 0.334402, 0.329256, 4.87218, 4.71098, 6.41393, 6.05702, 5.23804, 4.82514, 4.1266, 6.87541, 1.53431, 10.9322, 4.58249, 4.11254, 3.4823, 2.59141, 1.53184, 5.08595, 1.10995, 1.93829, 1.59185, 0.444164, 4.3745, 22.2309, 19.5518, 0.0613038, 0.0416124, 0.0372156, 0.0928729, 6.94296, 53.6883
-437.204,0.966729,0.204452,4,15,0,454.418,0.934176,0.822291,0.492662,0.513908,0.00150678,0.972606,0.898269,0.0487678,0.953003,0.0117038,0.98884,0.966301,0.39685,0.991502,0.00821596,0.982895,0.150389,0.0423506,0.640954,0.499369,0.731696,0.383012,0.416158,0.661165,0.0342432,0.0658238,0.177709,0.507338,0.486092,0.998493,0.0273938,0.101731,0.951232,0.046997,0.988296,0.0111602,0.0336992,0.60315,0.00849816,0.991784,0.0171047,0.849611,0.957649,0.359046,0.500631,0.268304,0.616988,0.583842,0.338835,0.965757,2.38702e-005,0.397765,6.29701e-008,0.362817,0.29484,0.237161,0.390631,0.00120355,0.314505,0.00105373
-438.752,0.332038,0.204452,4,15,0,461.251,0.970156,0.948126,0.512652,0.722571,0.0138537,0.780084,0.408026,0.010956,0.702332,0.00204822,0.979402,0.994168,0.292298,0.978919,0.00619134,0.975878,0.222796,0.0621413,0.695169,0.689113,0.56002,0.244468,0.66941,0.777493,0.0909616,0.0298441,0.0518737,0.487348,0.277429,0.986146,0.219916,0.591974,0.989044,0.297668,0.997952,0.0205981,0.00583225,0.707702,0.0210807,0.993809,0.0241223,0.777204,0.937859,0.304831,0.310887,0.43998,0.755532,0.33059,0.222507,0.909038,0.0173167,0.420093,2.99746e-009,0.31634,0.228089,0.25563,0.38814,0.00789993,0.366454,3.72729e-005
-431.035,0.899671,0.204452,4,15,0,454.441,0.999696,0.935572,0.596745,0.629112,0.00364583,0.95177,0.95262,0.0110618,0.997816,0.000616499,0.903313,0.970879,0.458834,0.891963,0.0563172,0.8035,0.0564103,0.0715313,0.868949,0.983341,0.430443,0.124599,0.72659,0.674442,0.0494394,0.000303782,0.0644283,0.403255,0.370888,0.996354,0.0482297,0.0473803,0.988938,0.00218448,0.999384,0.0966866,0.0291212,0.541166,0.108037,0.943683,0.1965,0.94359,0.928469,0.131051,0.016659,0.569557,0.875401,0.27341,0.325558,0.950561,0.00145885,0.417738,0.00187735,0.286631,0.250106,0.283703,0.412559,0.00350054,0.333999,0.0084277
-432.082,0.891934,0.204452,4,15,0,441.011,0.999478,0.976957,0.449271,0.542267,0.00609131,0.971434,0.745753,0.0033223,0.996199,0.00488015,0.893927,0.927945,0.127015,0.997942,0.0757941,0.912863,0.291047,0.177792,0.715281,0.909829,0.366728,0.290324,0.532327,0.644095,0.147954,0.000521553,0.0230427,0.550729,0.457733,0.993909,0.0285656,0.254247,0.996678,0.0038014,0.99512,0.106073,0.0720555,0.872985,0.00205758,0.924206,0.0871366,0.708953,0.822208,0.284719,0.0901709,0.633272,0.709676,0.467673,0.355905,0.852046,0.000766803,0.432148,0.00281428,0.259892,0.248972,0.298527,0.446967,0.000310075,0.30048,0.00912355
-430.235,0.988277,0.204452,4,15,0,443.258,0.925257,0.997313,0.773919,0.7291,0.0104437,0.954711,0.975842,0.00213519,0.982281,0.0915227,0.953991,0.882714,0.211947,0.989764,0.0434416,0.861889,0.162369,0.119633,0.96388,0.931106,0.407415,0.0806373,0.818689,0.602018,0.00236251,0.0747428,0.00268684,0.226081,0.2709,0.989556,0.0452892,0.0241577,0.997865,0.0177192,0.908477,0.0460086,0.117286,0.788053,0.0102361,0.956558,0.138111,0.837631,0.880367,0.03612,0.0688936,0.592585,0.919363,0.181311,0.397982,0.997637,0.00127967,0.412141,0.000228775,0.365957,0.309284,0.217414,0.38124,0.00367784,0.307968,0.000810344
-430.831,0.965449,0.204452,4,15,0,447.913,0.997001,0.789892,0.56523,0.356819,0.00693526,0.924011,0.913355,0.102772,0.995053,0.00856998,0.905053,0.896628,0.50894,0.929768,0.101273,0.95457,0.236927,0.155863,0.525142,0.947775,0.541784,0.25685,0.582435,0.618962,0.147249,0.00299915,0.210108,0.43477,0.643181,0.993065,0.0759887,0.0866449,0.897228,0.00494672,0.99143,0.0949471,0.103372,0.49106,0.0702321,0.898727,0.0454298,0.763073,0.844137,0.474858,0.0522255,0.458216,0.74315,0.417565,0.381038,0.852751,0.0013968,0.384211,1.36913e-005,0.317986,0.284244,0.293951,0.392737,0.000572181,0.321608,0.00328014
-432.821,0.929862,0.204452,4,15,0,445.787,0.655536,0.994924,0.460832,0.627338,0.000727175,0.979347,0.988201,0.00700802,0.916298,0.00508744,0.984821,0.967589,0.349414,0.960715,0.00107984,0.966415,0.130748,0.221814,0.906803,0.896601,0.370297,0.235546,0.79232,0.648125,0.00904482,0.344464,0.00507575,0.539168,0.372662,0.999273,0.0206528,0.0117995,0.992992,0.0837019,0.994913,0.0151793,0.0324112,0.650586,0.0392853,0.99892,0.0335854,0.869252,0.778186,0.0931971,0.103399,0.629703,0.764454,0.20768,0.351875,0.990955,0.0025559,0.456919,0.00946394,0.338636,0.295239,0.203376,0.420894,0.000322686,0.271847,0.000746826
-432.801,0.996792,0.204452,4,15,0,442.649,0.989255,0.949862,0.622847,0.508631,0.228471,0.933274,0.803595,0.0848949,0.992499,0.255678,0.973498,0.727334,0.137645,0.946687,0.00261794,0.622284,0.325543,0.0278072,0.812862,0.856015,0.356479,0.274998,0.843416,0.735157,0.0129286,0.0107452,0.0501383,0.377153,0.491369,0.771529,0.0667256,0.196405,0.915105,0.00750144,0.744322,0.026502,0.272666,0.862355,0.0533129,0.997382,0.377716,0.674457,0.972193,0.187138,0.143985,0.643521,0.725002,0.156584,0.264843,0.987071,0.00464666,0.416693,0.000251801,0.354477,0.299347,0.205689,0.426565,0.0062232,0.26919,0.0169175
-444.605,0.839189,0.204452,4,15,0,454.638,0.66874,0.967931,0.328346,0.816811,0.0034349,0.924915,0.986649,0.000298526,0.987686,0.000708734,0.88703,0.96171,0.216258,0.984,0.00104276,0.972786,0.10461,0.544496,0.719975,0.996017,0.416595,0.201484,0.626573,0.401981,0.14169,0.33126,0.0320686,0.671654,0.183189,0.996565,0.0750847,0.0133512,0.999701,0.0123143,0.999291,0.11297,0.0382905,0.783742,0.016,0.998957,0.0272144,0.89539,0.455504,0.280025,0.00398338,0.583405,0.798516,0.373427,0.598019,0.85831,7.06768e-006,0.412517,9.49503e-005,0.289241,0.315239,0.296276,0.31823,0.00124167,0.366428,0.000724135
-436.881,0.938456,0.204452,4,15,0,455.169,0.995872,0.914547,0.764291,0.251174,0.0191379,0.969221,0.698429,0.000231693,0.866837,0.035532,0.960893,0.906769,0.33469,0.984675,0.000716557,0.936143,0.295814,0.0161295,0.897779,0.966456,0.366836,0.328364,0.781645,0.720066,0.00678073,0.00412785,0.0854534,0.235709,0.748826,0.980862,0.0307791,0.301571,0.999768,0.133163,0.964468,0.0391072,0.0932312,0.66531,0.0153254,0.999283,0.0638566,0.704186,0.98387,0.102221,0.0335435,0.633164,0.671636,0.218355,0.279934,0.993219,4.30151e-006,0.396296,0.00884552,0.359081,0.244124,0.231631,0.438199,0.000201042,0.308828,0.0127907
-436.391,0.95177,0.204452,4,15,0,454.699,0.809083,0.960785,0.640954,0.72531,0.00825113,0.961971,0.999377,0.161058,0.969053,0.00651285,0.87983,0.95681,0.191424,0.993959,0.0664013,0.937204,0.219539,0.298747,0.660993,0.884655,0.28924,0.146562,0.794637,0.460031,0.13612,0.190917,0.0392154,0.359046,0.27469,0.991749,0.0380293,0.000623155,0.838942,0.0309467,0.993487,0.12017,0.0431896,0.808576,0.00604121,0.933599,0.0627959,0.780461,0.701253,0.339007,0.115345,0.71076,0.853438,0.205363,0.539969,0.86388,4.06371e-015,0.396604,8.45441e-005,0.292018,0.299358,0.305932,0.370981,0.00536546,0.329576,8.01971e-005
-440.071,0.936523,0.204452,4,15,0,452.263,0.933947,0.994845,0.477719,0.739173,0.0141981,0.976345,0.999915,0.0154681,0.985518,0.00611527,0.837265,0.791468,0.240856,0.999557,0.0593996,0.860538,0.164584,0.0985957,0.862059,0.859653,0.272178,0.152751,0.748941,0.477614,0.0215339,0.0660526,0.00515517,0.522281,0.260827,0.985802,0.0236555,8.49774e-005,0.984532,0.014482,0.993885,0.162735,0.208532,0.759144,0.000442711,0.9406,0.139462,0.835416,0.901404,0.137941,0.140347,0.727822,0.847249,0.251059,0.522386,0.978466,2.08573e-016,0.374517,0.00107199,0.315949,0.350825,0.308031,0.323534,0.00141711,0.324569,8.50014e-005
-442.459,0.964193,0.204452,4,15,0,457.366,0.897291,0.780073,0.85455,0.498071,0.0497948,0.9818,0.993583,0.0784843,0.811283,0.000904081,0.973934,0.963858,0.142299,0.984801,0.00351052,0.863322,0.163739,0.268028,0.912645,0.966961,0.212752,0.054398,0.608234,0.808826,0.0759758,0.102709,0.219927,0.14545,0.501929,0.950205,0.0182,0.00641735,0.921516,0.188717,0.999096,0.0260658,0.0361417,0.857701,0.0151988,0.996489,0.136678,0.836261,0.731972,0.0873549,0.033039,0.787248,0.945602,0.391766,0.191174,0.924024,9.05059e-018,0.417328,0.00342334,0.345887,0.21184,0.23014,0.47778,1.40487e-005,0.306957,0.00663107
-440.862,0.988267,0.204452,4,15,0,458.839,0.87119,0.924766,0.702315,0.476443,0.0130431,0.796409,0.995676,0.0171186,0.910419,0.00188476,0.926548,0.949384,0.0961992,0.942545,0.00474479,0.943242,0.0751147,0.328529,0.702121,0.966483,0.242022,0.0482268,0.704977,0.814561,0.0664157,0.12881,0.075234,0.297685,0.523557,0.986957,0.203591,0.00432449,0.982881,0.0895812,0.998115,0.0734525,0.0506158,0.903801,0.0574549,0.995255,0.0567579,0.924885,0.671471,0.297879,0.0335168,0.757978,0.951773,0.295023,0.185439,0.933584,3.41663e-016,0.412346,0.00372737,0.395933,0.212559,0.187812,0.426955,0.00371294,0.356759,0.000195921
-440.25,0.995475,0.204452,4,15,0,454.577,0.976633,0.979649,0.7618,0.443594,0.0209315,0.99219,0.896507,0.108505,0.940765,0.0453703,0.899331,0.838558,0.306991,0.986843,0.0365301,0.804224,0.309462,0.123645,0.847746,0.886812,0.487164,0.154293,0.907707,0.714429,0.0333098,0.0233674,0.0203507,0.2382,0.556406,0.979068,0.00780966,0.103493,0.891495,0.0592348,0.95463,0.100669,0.161442,0.693009,0.0131573,0.96347,0.195776,0.690538,0.876355,0.152254,0.113188,0.512836,0.845707,0.092293,0.285571,0.96669,4.34814e-021,0.411886,0.000271321,0.331197,0.445224,0.243712,0.284534,0.00062284,0.269971,0.0125825
-437.533,0.964107,0.204452,4,15,0,453.157,0.992754,0.988464,0.514315,0.498651,0.11471,0.996938,0.940237,0.0222241,0.999073,0.00763778,0.836162,0.928306,0.272562,0.901404,0.00977895,0.879211,0.130377,0.311437,0.802496,0.845717,0.592086,0.0828272,0.694529,0.548186,0.0131182,0.00724587,0.0115364,0.485685,0.501349,0.88529,0.00306241,0.0597627,0.977776,0.000927105,0.992362,0.163838,0.071694,0.727438,0.0985961,0.990221,0.120789,0.869623,0.688563,0.197504,0.154283,0.407914,0.917173,0.305471,0.451814,0.986882,4.70268e-021,0.406891,0.0030984,0.289942,0.30038,0.295962,0.380171,0.00399023,0.316351,0.00321494
-438.707,0.906633,0.204452,4,15,0,452.42,0.998015,0.982296,0.672485,0.824151,4.21867e-005,0.866036,0.94904,0.0581927,0.785719,0.00451527,0.97962,0.977548,0.333564,0.942877,0.141253,0.879695,0.180215,0.0816408,0.836254,0.96364,0.132615,0.136763,0.652722,0.621546,0.032282,0.00198477,0.0177036,0.327515,0.175849,0.999958,0.133964,0.05096,0.941807,0.214281,0.995485,0.0203802,0.0224517,0.666436,0.0571233,0.858747,0.120305,0.819785,0.918359,0.163746,0.0363597,0.867385,0.863237,0.347278,0.378454,0.967718,9.49899e-017,0.366284,0.000460838,0.353023,0.231958,0.264159,0.453618,0.00301012,0.313963,0.013525
-439.215,0.779436,0.204452,4,15,0,453.532,0.999149,0.872451,0.354525,0.733948,0.00693887,0.974136,0.623687,0.0674428,0.985477,0.000853177,0.755589,0.840818,0.311886,0.988077,0.0741048,0.935678,0.123456,0.0394109,0.621877,0.803681,0.156903,0.180538,0.567345,0.48916,0.0358718,0.000850608,0.127549,0.645475,0.266052,0.993061,0.0258638,0.376313,0.932557,0.0145226,0.999147,0.244411,0.159182,0.688114,0.0119229,0.925895,0.0643222,0.876544,0.960589,0.378123,0.196319,0.843097,0.819462,0.432655,0.51084,0.964128,4.45788e-017,0.42192,0.000970037,0.298221,0.243731,0.261397,0.428992,0.000806384,0.326308,0.0176551
-443.236,0.986213,0.204452,4,15,0,455.226,0.999073,0.993893,0.473696,0.36417,0.111233,0.874372,0.996382,0.0171434,0.780856,0.00010592,0.983133,0.89435,0.0725912,0.946018,0.0557548,0.655154,0.22112,0.00165462,0.876979,0.939159,0.739494,0.503701,0.682616,0.540243,0.0414334,0.000926828,0.0061071,0.526304,0.63583,0.888767,0.125628,0.00361846,0.982857,0.219144,0.999894,0.0168667,0.10565,0.927409,0.0539819,0.944245,0.344846,0.77888,0.998345,0.123021,0.0608405,0.260506,0.496299,0.317384,0.459757,0.958567,2.07705e-013,0.35587,0.000101521,0.331454,0.309914,0.273103,0.417786,0.00551392,0.272198,0.0340595
-436.801,0.909598,0.204452,4,15,0,456.992,0.998533,0.986935,0.714406,0.561686,0.0161272,0.999981,0.60066,0.0647599,0.987149,0.00416049,0.990022,0.893527,0.37432,0.97862,0.0825592,0.949885,0.1073,0.20741,0.798091,0.844697,0.346443,0.0932172,0.724153,0.596196,0.0374541,0.00146682,0.0130655,0.285594,0.438314,0.983873,1.93887e-005,0.39934,0.93524,0.0128507,0.99584,0.00997779,0.106473,0.62568,0.0213797,0.917441,0.0501147,0.8927,0.79259,0.201909,0.155303,0.653557,0.906783,0.275847,0.403804,0.962546,3.10217e-010,0.335341,0.0101004,0.363051,0.321172,0.279571,0.344176,0.00131855,0.324551,0.0207184
-433.348,0.945829,0.204452,4,31,0,451.917,0.63236,0.933361,0.434919,0.607642,0.00216272,0.928199,0.997627,0.0356426,0.897095,0.00049343,0.913041,0.955695,0.314183,0.834808,0.00215604,0.968724,0.0494065,0.256096,0.796113,0.962433,0.40812,0.392894,0.818105,0.625564,0.0288512,0.36764,0.0666386,0.565081,0.392358,0.997837,0.0718012,0.00237276,0.964357,0.102905,0.999507,0.0869593,0.044305,0.685817,0.165192,0.997844,0.0312757,0.950593,0.743904,0.203887,0.037567,0.59188,0.607106,0.181895,0.374436,0.971149,0.00835357,0.457765,5.5621e-005,0.300508,0.234145,0.236041,0.416818,0.00157772,0.340628,0.00410892
-433.353,0.948028,0.204452,4,15,0,445.074,0.965092,0.970777,0.643739,0.461283,0.00864612,0.874585,0.987086,0.071133,0.987429,0.00477524,0.990852,0.822,0.527969,0.994768,0.00208642,0.613771,0.556285,0.200199,0.893332,0.92769,0.264073,0.426879,0.757425,0.582057,0.0755724,0.0349079,0.0292226,0.356261,0.538717,0.991354,0.125415,0.0129144,0.928867,0.0125714,0.995225,0.00914849,0.178,0.472031,0.00523231,0.997914,0.386229,0.443715,0.799801,0.106668,0.0723105,0.735927,0.573121,0.242575,0.417943,0.924428,0.00080925,0.42437,0.00387501,0.346044,0.291982,0.227284,0.442987,1.47547e-008,0.260346,0.00230122
-437.794,0.926397,0.204452,4,15,0,455.936,0.999885,0.994831,0.551411,0.765998,0.00451625,0.992353,0.895417,3.72701e-005,0.971294,0.0456017,0.86402,0.968577,0.347961,0.994932,0.173943,0.785593,0.0224834,0.189531,0.721431,0.931602,0.493358,0.133678,0.638396,0.747004,0.0106118,0.000114644,0.00516916,0.448589,0.234002,0.995484,0.0076474,0.104583,0.999963,0.0287063,0.954398,0.13598,0.0314228,0.652039,0.00506788,0.826057,0.214407,0.977517,0.810469,0.278569,0.0683983,0.506642,0.866322,0.361604,0.252996,0.989388,0.0123635,0.411354,0.00194952,0.36717,0.331248,0.217636,0.345155,0.00384012,0.309285,1.7231e-009
-439.451,0.321279,0.204452,4,15,0,454.889,0.999867,0.971859,0.510332,0.794545,0.0451345,0.990754,0.69276,0.000286632,0.891486,0.0152766,0.918142,0.774411,0.271673,0.909033,0.0641805,0.980498,0.00805113,0.475813,0.753325,0.957819,0.25047,0.15925,0.615782,0.748892,0.00772459,0.000133451,0.0281407,0.489668,0.205455,0.954865,0.00924608,0.30724,0.999713,0.108514,0.984723,0.0818579,0.225589,0.728327,0.0909674,0.935819,0.019502,0.991949,0.524187,0.246675,0.0421815,0.74953,0.84075,0.384218,0.251108,0.992275,3.51279e-005,0.413272,0.00590049,0.322022,0.285196,0.250137,0.372616,0.0145687,0.336252,2.79534e-009
-438.81,0.889106,0.204452,4,15,0,453.745,0.999311,0.995143,0.626568,0.679451,0.0289068,0.998511,0.766845,0.00112757,0.913993,0.0765742,0.621699,0.962918,0.62598,0.994643,0.00973259,0.743479,0.133967,0.107617,0.599075,0.928988,0.19408,0.197353,0.526305,0.654087,0.0199928,0.000688904,0.00485716,0.373432,0.320549,0.971093,0.00148868,0.233155,0.998872,0.0860074,0.923426,0.378301,0.0370825,0.37402,0.00535734,0.990267,0.256521,0.866033,0.892383,0.400925,0.071012,0.80592,0.802647,0.473695,0.345913,0.980007,9.51803e-006,0.410235,0.00105062,0.324872,0.318641,0.252534,0.362488,0.0123589,0.317811,1.8479e-012
-438.984,0.913132,0.204452,4,15,0,454.261,0.999299,0.95396,0.520143,0.202202,0.0201205,0.712331,0.968726,0.02605,0.946742,0.00930954,0.999658,0.86173,0.0752817,0.994609,0.0501003,0.921586,0.115869,0.138474,0.972788,0.904163,0.558935,0.310235,0.802939,0.63911,0.00648047,0.000700829,0.0460399,0.479857,0.797798,0.97988,0.287669,0.0312743,0.97395,0.0532579,0.99069,0.000341858,0.13827,0.924718,0.00539106,0.9499,0.0784141,0.884131,0.861526,0.0272122,0.0958372,0.441065,0.689765,0.197061,0.36089,0.99352,0.0263985,0.417842,0.000540106,0.339411,0.250669,0.240478,0.395251,6.03525e-008,0.327141,0.00226823
-437.157,1,0.204452,4,15,0,449.501,0.999826,0.965411,0.665735,0.354812,0.0299411,0.986211,0.561049,0.108814,0.785049,0.000497192,0.999841,0.982631,0.0889027,0.978663,0.157692,0.917228,0.263152,0.31561,0.953545,0.905723,0.382525,0.299289,0.779075,0.747084,0.00935414,0.00017359,0.0345889,0.334265,0.645188,0.970059,0.0137887,0.438951,0.891186,0.214951,0.999503,0.000158616,0.0173695,0.911097,0.0213369,0.842308,0.0827716,0.736848,0.68439,0.0464554,0.0942774,0.617475,0.700711,0.220925,0.252916,0.990646,0.00265167,0.407734,2.84601e-005,0.333368,0.282763,0.25535,0.386074,0.000156082,0.328482,0.00339174
-439.279,0.903666,0.204452,4,15,0,455.577,0.998931,0.956228,0.609969,0.709778,0.00159999,0.939274,0.997373,0.00174598,0.98921,0.11473,0.624229,0.692659,0.58026,0.954708,4.66646e-005,0.872605,0.06869,0.0646549,0.693215,0.937584,0.204635,0.26949,0.66181,0.714396,0.136937,0.00106908,0.0437721,0.390031,0.290222,0.9984,0.0607261,0.00262709,0.998254,0.0107895,0.88527,0.375771,0.307341,0.41974,0.0452924,0.999953,0.127395,0.93131,0.935345,0.306785,0.0624163,0.795365,0.73051,0.33819,0.285604,0.863063,0.00688121,0.417157,1.84484e-007,0.359519,0.326675,0.223204,0.401594,3.26482e-005,0.26485,8.80584e-005
-445.378,0.934287,0.204452,4,15,0,455.981,0.998359,0.989671,0.579604,0.401575,0.0820152,0.94961,0.638299,0.172908,0.852383,0.00573518,0.998317,0.99738,0.107882,0.926212,1.33972e-006,0.704334,0.466566,0.342618,0.904039,0.933422,0.666056,0.35165,0.770752,0.581111,0.00859613,0.00164093,0.0103286,0.420396,0.598425,0.917985,0.0503896,0.361701,0.827092,0.147617,0.994265,0.00168335,0.00261979,0.892118,0.0737883,0.999999,0.295666,0.533434,0.657382,0.095961,0.0665776,0.333944,0.64835,0.229248,0.418889,0.991404,1.76727e-005,0.358569,4.58448e-013,0.411063,0.290284,0.217821,0.392409,0.0117261,0.31729,0.000820714
-446.696,0.837025,0.204452,4,15,0,461.456,0.677271,0.865393,0.735554,0.637795,0.0183761,0.968106,0.993832,0.00111751,0.987234,0.0782021,0.889362,0.686272,0.518994,0.999996,2.92964e-008,0.804243,0.0588158,0.0330879,0.672997,0.958202,0.165883,0.165071,0.707452,0.666004,0.0599037,0.322729,0.134607,0.264446,0.362205,0.981624,0.0318943,0.00616843,0.998882,0.0127659,0.921798,0.110638,0.313728,0.481006,3.5645e-006,1,0.195757,0.941184,0.966912,0.327003,0.0417975,0.834117,0.834929,0.292548,0.333996,0.940096,3.67585e-008,0.450577,2.89886e-008,0.256584,0.2758,0.286581,0.414722,2.31421e-005,0.309478,0.00623535
-442.989,0.95698,0.204452,4,15,0,463.825,0.987551,0.987469,0.586515,0.410907,0.000168869,0.909998,0.653193,0.0190559,0.923011,0.0106342,0.991849,0.990156,0.228066,0.996312,7.97018e-006,0.761482,0.366297,0.487701,0.875288,0.994598,0.365032,0.0604588,0.731927,0.53057,0.0241766,0.0124494,0.0125312,0.413485,0.589093,0.999831,0.0900023,0.346807,0.980944,0.0769894,0.989366,0.00815117,0.00984372,0.771934,0.00368842,0.999992,0.238518,0.633703,0.512299,0.124712,0.00540196,0.634968,0.939541,0.268073,0.46943,0.975823,6.56126e-005,0.364494,2.87908e-009,0.416097,0.259856,0.214256,0.392331,0.00514872,0.347747,3.35931e-006
-436.012,0.994862,0.204452,4,15,0,452.954,0.701368,0.977027,0.650116,0.629859,0.0821457,0.985146,0.998673,0.0157654,0.985389,0.0706796,0.934016,0.703879,0.305608,0.99936,0.00334064,0.676229,0.22269,0.0480658,0.8989,0.737092,0.329933,0.497011,0.684968,0.659804,0.0535404,0.298632,0.0229725,0.349884,0.370141,0.917854,0.014854,0.00132706,0.984235,0.0146107,0.92932,0.0659839,0.296121,0.694392,0.000639673,0.996659,0.323771,0.77731,0.951934,0.1011,0.262908,0.670067,0.502989,0.315032,0.340196,0.94646,3.03761e-005,0.428518,3.31679e-008,0.257097,0.288418,0.309127,0.438,3.26685e-006,0.273551,0.00525435
-439.452,0.965524,0.204452,4,15,0,450.557,0.980419,0.938291,0.704724,0.581638,0.0246162,0.940996,0.999295,0.0542928,0.976028,0.0014706,0.901669,0.939573,0.441085,0.903464,0.000773057,0.951655,0.198713,0.270337,0.548073,0.975786,0.32115,0.360017,0.692672,0.489879,0.0126701,0.0195807,0.0617093,0.295276,0.418362,0.975384,0.059004,0.000705485,0.945707,0.0239716,0.998529,0.098331,0.060427,0.558915,0.0965363,0.999227,0.0483451,0.801287,0.729663,0.451927,0.024214,0.67885,0.639983,0.307328,0.510121,0.98733,0.00104524,0.436128,7.29356e-010,0.284272,0.345797,0.276446,0.426084,3.36785e-012,0.227074,0.00315449
-446.942,0.894415,0.204452,4,15,0,461.664,0.871746,0.808773,0.75378,0.530415,0.00298415,0.912753,0.996715,0.188137,0.888767,0.000982942,0.799901,0.964007,0.284045,0.982344,0.000488296,0.842111,0.139297,0.0771859,0.401662,0.933027,0.3034,0.427113,0.464483,0.560826,0.0041897,0.128254,0.191227,0.24622,0.469585,0.997016,0.0872475,0.00328464,0.811863,0.111233,0.999017,0.200099,0.0359932,0.715955,0.0176561,0.999512,0.157889,0.860703,0.922814,0.598338,0.0669732,0.6966,0.572887,0.535517,0.439174,0.99581,0.0148837,0.460545,2.35617e-010,0.269715,0.405476,0.25418,0.32154,2.26636e-010,0.2581,0.0155598
-439.143,0.994666,0.204452,4,15,0,454.311,0.974619,0.996954,0.525373,0.669479,0.0592402,0.990223,0.877489,0.00258141,0.98159,0.00374907,0.983494,0.73707,0.415302,0.996291,0.000238304,0.891925,0.282758,0.0250621,0.978961,0.909917,0.507367,0.149078,0.886215,0.728261,0.00996854,0.0253808,0.00304592,0.474627,0.330521,0.94076,0.00977748,0.122511,0.997419,0.0184099,0.996251,0.0165058,0.26293,0.584698,0.00370898,0.999762,0.108075,0.717242,0.974938,0.0210393,0.0900831,0.492633,0.850922,0.113785,0.271739,0.990031,5.12516e-006,0.404789,8.15978e-006,0.378828,0.21747,0.210251,0.43317,0.00191229,0.349347,0.00421971
-441.06,0.913851,0.204452,4,15,0,454.518,0.958121,0.998231,0.574345,0.75292,0.21383,0.99864,0.781461,0.000186943,0.997609,0.000751245,0.982218,0.984566,0.40613,0.84312,0.00149833,0.919113,0.274063,0.0235899,0.937814,0.962651,0.478997,0.269394,0.86335,0.709912,0.0768848,0.0418793,0.00176905,0.425655,0.24708,0.78617,0.00135989,0.218539,0.999813,0.00239113,0.999249,0.0177818,0.0154345,0.59387,0.15688,0.998502,0.0808873,0.725937,0.97641,0.0621862,0.0373489,0.521003,0.730606,0.13665,0.290088,0.923115,0.00047363,0.368756,3.27126e-006,0.414076,0.26191,0.197139,0.45939,0.00232237,0.278223,0.0177061
