lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta__asColumnOfTable__document_topic.1.1,theta__asColumnOfTable__document_topic.2.1,theta__asColumnOfTable__document_topic.3.1,theta__asColumnOfTable__document_topic.4.1,theta__asColumnOfTable__document_topic.5.1,theta__asColumnOfTable__document_topic.6.1,theta__asColumnOfTable__document_topic.7.1,theta__asColumnOfTable__document_topic.8.1,theta__asColumnOfTable__document_topic.9.1,theta__asColumnOfTable__document_topic.10.1,theta__asColumnOfTable__document_topic.11.1,theta__asColumnOfTable__document_topic.12.1,theta__asColumnOfTable__document_topic.13.1,theta__asColumnOfTable__document_topic.14.1,theta__asColumnOfTable__document_topic.15.1,theta__asColumnOfTable__document_topic.16.1,theta__asColumnOfTable__document_topic.17.1,theta__asColumnOfTable__document_topic.18.1,theta__asColumnOfTable__document_topic.19.1,theta__asColumnOfTable__document_topic.20.1,theta__asColumnOfTable__document_topic.21.1,theta__asColumnOfTable__document_topic.22.1,theta__asColumnOfTable__document_topic.23.1,theta__asColumnOfTable__document_topic.24.1,theta__asColumnOfTable__document_topic.25.1,theta__asColumnOfTable__document_topic.1.2,theta__asColumnOfTable__document_topic.2.2,theta__asColumnOfTable__document_topic.3.2,theta__asColumnOfTable__document_topic.4.2,theta__asColumnOfTable__document_topic.5.2,theta__asColumnOfTable__document_topic.6.2,theta__asColumnOfTable__document_topic.7.2,theta__asColumnOfTable__document_topic.8.2,theta__asColumnOfTable__document_topic.9.2,theta__asColumnOfTable__document_topic.10.2,theta__asColumnOfTable__document_topic.11.2,theta__asColumnOfTable__document_topic.12.2,theta__asColumnOfTable__document_topic.13.2,theta__asColumnOfTable__document_topic.14.2,theta__asColumnOfTable__document_topic.15.2,theta__asColumnOfTable__document_topic.16.2,theta__asColumnOfTable__document_topic.17.2,theta__asColumnOfTable__document_topic.18.2,theta__asColumnOfTable__document_topic.19.2,theta__asColumnOfTable__document_topic.20.2,theta__asColumnOfTable__document_topic.21.2,theta__asColumnOfTable__document_topic.22.2,theta__asColumnOfTable__document_topic.23.2,theta__asColumnOfTable__document_topic.24.2,theta__asColumnOfTable__document_topic.25.2,mu__asColumnOfTable__topic_word.1.1,mu__asColumnOfTable__topic_word.2.1,mu__asColumnOfTable__topic_word.1.2,mu__asColumnOfTable__topic_word.2.2,mu__asColumnOfTable__topic_word.1.3,mu__asColumnOfTable__topic_word.2.3,mu__asColumnOfTable__topic_word.1.4,mu__asColumnOfTable__topic_word.2.4,mu__asColumnOfTable__topic_word.1.5,mu__asColumnOfTable__topic_word.2.5
# Adaptation terminated
# Step size = 0.204452
# Diagonal elements of inverse mass matrix:
# 4.90743, 4.73849, 0.334402, 0.329256, 4.87218, 4.71098, 6.41393, 6.05702, 5.23804, 4.82514, 4.1266, 6.87541, 1.53431, 10.9322, 4.58249, 4.11254, 3.4823, 2.59141, 1.53184, 5.08595, 1.10995, 1.93829, 1.59185, 0.444164, 4.3745, 22.2309, 19.5518, 0.0613038, 0.0416124, 0.0372156, 0.0928729, 6.94296, 53.6883
-435.135,0.873669,0.204452,4,15,0,455.031,0.996042,0.957564,0.595446,0.587058,4.24469e-005,0.937457,0.993486,0.0116812,0.945577,0.117942,0.897332,0.955394,0.241769,0.998567,0.0692654,0.763177,0.123321,0.211911,0.973807,0.995718,0.692052,0.381512,0.645302,0.753054,0.0844526,0.00395788,0.0424356,0.404554,0.412942,0.999958,0.0625428,0.00651381,0.988319,0.0544226,0.882058,0.102668,0.0446057,0.758231,0.00143268,0.930735,0.236823,0.876679,0.788089,0.0261935,0.00428187,0.307948,0.618488,0.354698,0.246946,0.915547,0.0239813,0.446454,8.25495e-005,0.36257,0.315906,0.190653,0.363727,0.000320338,0.296303,2.83966e-006
-432.76,0.978647,0.204452,4,31,0,450.115,0.773459,0.999797,0.548926,0.315726,0.00561552,0.933962,0.813964,0.0817547,0.990071,0.0059682,0.976063,0.924483,0.500748,0.91137,0.00822238,0.865611,0.217379,0.132503,0.812543,0.950861,0.0859819,0.0392822,0.744388,0.528115,0.0202522,0.226541,0.000203429,0.451074,0.684274,0.994384,0.0660381,0.186036,0.918245,0.00992883,0.994032,0.0239373,0.0755169,0.499252,0.0886298,0.991778,0.134389,0.782621,0.867497,0.187457,0.049139,0.914018,0.960718,0.255612,0.471885,0.979748,0.000695176,0.329095,0.000445098,0.330256,0.245952,0.325287,0.452828,9.43822e-005,0.30008,0.0152675
-438.733,0.970477,0.204452,4,15,0,449.724,0.968555,0.997924,0.56444,0.430134,0.134318,0.976988,0.987968,0.0122419,0.854675,0.105506,0.991048,0.965296,0.0988682,0.996536,0.093691,0.801391,0.156313,0.096038,0.889326,0.830602,0.281095,0.0271058,0.718128,0.680832,8.07142e-005,0.0314446,0.00207629,0.43556,0.569866,0.865682,0.0230116,0.0120316,0.987758,0.145325,0.894494,0.00895181,0.0347039,0.901132,0.00346436,0.906309,0.198609,0.843687,0.903962,0.110674,0.169398,0.718905,0.972894,0.281872,0.319168,0.999919,7.1074e-005,0.410475,1.44085e-007,0.300485,0.243121,0.280668,0.502719,1.61028e-008,0.254089,0.00837225
-445.312,0.950636,0.204452,4,15,0,456.581,0.950043,0.998924,0.397404,0.486061,0.0474141,0.936458,0.992289,0.245696,0.850012,0.0714587,0.987361,0.995444,0.0648524,0.985316,0.431348,0.792584,0.280291,0.143881,0.959872,0.972404,0.136119,0.0236644,0.814831,0.559185,0.000344932,0.0499571,0.00107615,0.602596,0.513939,0.952586,0.0635423,0.00771063,0.754304,0.149988,0.928541,0.0126391,0.0045558,0.935148,0.0146839,0.568652,0.207416,0.719709,0.856119,0.0401276,0.0275956,0.863881,0.976336,0.185169,0.440815,0.999655,0.000911186,0.383292,4.20417e-007,0.3222,0.251119,0.285888,0.491967,7.8355e-010,0.256002,0.00861975
-443.719,0.997071,0.204452,4,15,0,462.898,0.920546,0.997161,0.792029,0.552963,0.00427078,0.93575,0.935487,0.000457145,0.967033,0.00474662,0.733127,0.434854,0.0161784,0.900395,0.000363403,0.939904,0.106915,0.22016,0.243564,0.834048,0.267707,0.0445158,0.808996,0.587176,0.0817876,0.0794543,0.00283923,0.207971,0.447037,0.995729,0.0642496,0.0645128,0.999543,0.032967,0.995253,0.266873,0.565146,0.983822,0.0996051,0.999637,0.0600959,0.893085,0.77984,0.756436,0.165952,0.732293,0.955484,0.191004,0.412824,0.918212,0.00322269,0.424028,0.000124469,0.3078,0.255155,0.267866,0.402696,0.000306077,0.338801,1.11379e-007
-445.159,0.803374,0.204452,4,15,0,455.002,0.862402,0.891489,0.4276,0.592204,0.0894828,0.993026,0.991547,0.231894,0.95872,0.0147134,0.997608,0.998095,0.826607,0.876084,0.406329,0.987719,0.0430285,0.102041,0.995524,0.932648,0.408022,0.51084,0.491745,0.640737,0.022845,0.137598,0.108511,0.5724,0.407796,0.910517,0.00697441,0.00845291,0.768106,0.04128,0.985287,0.00239174,0.00190478,0.173393,0.123916,0.593671,0.0122807,0.956971,0.897959,0.00447594,0.0673524,0.591978,0.48916,0.508255,0.359263,0.977155,0.0619086,0.366874,0.000465288,0.365657,0.296779,0.266807,0.402566,8.56486e-010,0.238281,0.000662341
-448.138,0.794222,0.204452,4,15,0,463.157,0.919531,0.978184,0.665994,0.479548,0.0349219,0.804687,0.687748,0.000408583,0.97753,0.0795667,0.900845,0.228951,0.869155,0.98724,0.00326214,0.65239,0.0292203,0.239244,0.98901,0.775059,0.082262,0.0729534,0.905,0.679657,0.0153197,0.0804692,0.0218159,0.334006,0.520452,0.965078,0.195313,0.312252,0.999591,0.0224703,0.920433,0.0991552,0.771049,0.130845,0.0127604,0.996738,0.34761,0.97078,0.760756,0.0109901,0.224941,0.917738,0.927047,0.0949996,0.320343,0.98468,0.00319958,0.350428,0.00795812,0.401739,0.221553,0.247604,0.499403,0.000139501,0.267886,8.96116e-005
-432.848,0.679511,0.204452,4,15,0,464.115,0.763655,0.918633,0.61302,0.476599,0.0203466,0.988787,0.99349,0.0303116,0.897005,0.0582716,0.820788,0.977968,0.613546,0.923059,0.00710986,0.899276,0.388818,0.35115,0.776915,0.96933,0.18334,0.0667061,0.772231,0.549454,0.0742374,0.236345,0.0813665,0.38698,0.523401,0.979653,0.0112132,0.00650971,0.969688,0.102995,0.941728,0.179212,0.0220316,0.386454,0.076941,0.99289,0.100724,0.611182,0.64885,0.223085,0.0306697,0.81666,0.933294,0.227769,0.450546,0.925763,0.0225125,0.338441,2.41812e-005,0.426898,0.320366,0.234313,0.362049,1.71135e-005,0.295049,0.00033093
-438.371,0.84439,0.204452,4,15,0,454.93,0.997123,0.95533,0.583966,0.632667,0.0189328,0.833795,0.99767,0.0786393,0.984172,0.0206856,0.999933,0.990198,0.0627887,0.998265,0.010642,0.832636,0.104989,0.216225,0.831386,0.791563,0.429437,0.541663,0.446073,0.675368,0.0187529,0.00287703,0.0446702,0.416034,0.367333,0.981067,0.166205,0.00232954,0.921361,0.0158282,0.979314,6.74441e-005,0.00980249,0.937211,0.00173496,0.989358,0.167364,0.895011,0.783775,0.168614,0.208437,0.570563,0.458337,0.553927,0.324632,0.981247,0.00347988,0.452026,0.0158585,0.27866,0.222819,0.269032,0.399908,2.48078e-007,0.357934,0.00028175
-440.382,0.912814,0.204452,4,15,0,459.038,0.999865,0.929814,0.627881,0.501442,0.0593235,0.989188,0.998659,0.0198752,0.807947,0.0135492,0.820517,0.893492,0.841911,0.91307,0.332354,0.87657,0.247583,0.145345,0.887602,0.98403,0.16628,0.150576,0.879795,0.720657,0.0799925,0.000134956,0.0701861,0.372119,0.498558,0.940677,0.0108118,0.00134149,0.980125,0.192053,0.986451,0.179483,0.106508,0.158089,0.0869301,0.667646,0.12343,0.752417,0.854655,0.112398,0.0159703,0.83372,0.849424,0.120205,0.279343,0.920007,0.00256151,0.502874,5.19881e-006,0.366993,0.331787,0.129361,0.330196,0.000771916,0.33545,4.14568e-008
-440.341,0.244715,0.204452,4,15,0,463.756,0.999601,0.782346,0.568849,0.601552,0.257374,0.964154,0.998782,0.0628841,0.81976,0.0157174,0.682114,0.964829,0.603526,0.968148,0.340676,0.92484,0.25557,0.0779724,0.755272,0.973421,0.231517,0.367912,0.790019,0.691093,0.0534915,0.000398619,0.217654,0.431151,0.398448,0.742626,0.035846,0.00121761,0.937116,0.18024,0.984283,0.317886,0.0351707,0.396474,0.0318523,0.659324,0.0751596,0.74443,0.922028,0.244728,0.0265792,0.768483,0.632088,0.209981,0.308907,0.946508,0.0552103,0.457392,1.46203e-005,0.386239,0.311227,0.153492,0.323709,0.00287767,0.309839,1.38343e-007
-441.081,1,0.204452,4,15,0,453.959,0.690815,0.998721,0.691414,0.631592,0.00079662,0.996455,0.834511,0.002786,0.991601,0.00787109,0.998791,0.887358,0.164318,0.993527,0.00467126,0.923055,0.0284808,0.127245,0.922254,0.885559,0.673108,0.311312,0.55391,0.68312,0.00117087,0.309185,0.00127904,0.308586,0.368408,0.999203,0.00354482,0.165489,0.997214,0.00839924,0.992129,0.00120892,0.112642,0.835682,0.00647349,0.995329,0.0769449,0.971519,0.872755,0.0777464,0.114441,0.326892,0.688688,0.44609,0.31688,0.998829,7.59289e-010,0.401303,0.00406037,0.306669,0.291447,0.289583,0.420224,4.99508e-007,0.284269,0.00244494
-439.111,0.990491,0.204452,4,15,0,454.537,0.994146,0.757262,0.636838,0.50411,0.000731111,0.998851,0.949547,0.0092115,0.854066,0.0251623,0.626311,0.885187,0.264152,0.944623,0.137126,0.840572,0.475085,0.229621,0.549631,0.997293,0.0842563,0.188642,0.80991,0.478574,0.109378,0.00585358,0.242738,0.363162,0.49589,0.999269,0.00114868,0.0504527,0.990789,0.145934,0.974838,0.373689,0.114813,0.735848,0.055377,0.862874,0.159428,0.524915,0.770379,0.450369,0.00270677,0.915744,0.811358,0.19009,0.521426,0.890622,0.000742727,0.397719,0.00116011,0.359738,0.244109,0.22912,0.378636,0.0134227,0.375353,5.78099e-008
-449.073,0.641792,0.204452,4,15,0,468.872,0.99341,0.750733,0.740268,0.581607,0.000778238,0.974603,0.997395,0.00282965,0.69386,0.00233098,0.164021,0.902421,0.262159,0.989789,0.252341,0.873472,0.219551,0.228606,0.62572,0.914523,0.0584018,0.24187,0.908834,0.583796,0.0306748,0.00658978,0.249267,0.259732,0.418393,0.999222,0.0253973,0.00260492,0.99717,0.30614,0.997669,0.835979,0.0975788,0.737841,0.0102106,0.747659,0.126528,0.780449,0.771394,0.37428,0.0854772,0.941598,0.75813,0.0911658,0.416204,0.969325,0.00176391,0.433672,0.000236372,0.305635,0.24739,0.259312,0.364982,0.00138087,0.385628,8.32425e-008
-445.997,1,0.204452,4,15,0,470.644,0.994194,0.759946,0.690892,0.604905,0.000801099,0.969006,0.995955,0.00367553,0.691148,0.00634957,0.326563,0.752986,0.290472,0.991975,0.392785,0.893404,0.256791,0.203429,0.688028,0.81518,0.0479948,0.209047,0.874371,0.562308,0.0213618,0.00580559,0.240054,0.309108,0.395095,0.999199,0.0309936,0.00404521,0.996324,0.308852,0.99365,0.673437,0.247014,0.709528,0.00802479,0.607215,0.106596,0.743209,0.796571,0.311972,0.18482,0.952005,0.790953,0.125629,0.437692,0.978638,0.00318925,0.440267,0.000185817,0.329327,0.246906,0.229033,0.351533,0.00137312,0.398187,9.58319e-008
-441.311,0.967751,0.204452,4,15,0,462.826,0.611051,0.997292,0.586616,0.662552,0.00119392,0.891828,0.690378,0.0334605,0.99901,0.011438,0.99999,0.968742,0.347739,0.993177,0.000925055,0.996397,0.088513,0.114151,0.896195,0.966133,0.474751,0.0376926,0.604221,0.54149,0.00854985,0.388949,0.00270771,0.413384,0.337448,0.998806,0.108172,0.309622,0.966539,0.000989921,0.988562,9.82499e-006,0.0312582,0.652261,0.00682317,0.999075,0.00360266,0.911487,0.885849,0.103805,0.0338668,0.525249,0.962307,0.395779,0.45851,0.99145,0.0113248,0.325362,0.00528838,0.349192,0.296687,0.314938,0.397791,0.0104315,0.288909,7.65e-005
-438.759,0.990008,0.204452,4,15,0,458.133,0.993035,0.781029,0.632314,0.635701,0.0228722,0.981715,0.983292,0.0425244,0.651144,0.0856981,0.999987,0.729861,0.0141804,0.955479,0.0135204,0.755519,0.331742,0.0772077,0.688316,0.911427,0.155482,0.376279,0.751508,0.59043,0.0186609,0.00696489,0.218971,0.367686,0.364299,0.977128,0.0182847,0.0167077,0.957476,0.348856,0.914302,1.27505e-005,0.270139,0.98582,0.0445207,0.98648,0.244481,0.668258,0.922792,0.311684,0.0885728,0.844518,0.623721,0.248492,0.40957,0.981339,0.00195918,0.431368,5.74319e-005,0.305196,0.232952,0.257269,0.460837,3.31065e-009,0.304194,0.00616675
-440.993,0.886934,0.204452,4,15,0,456.031,0.698006,0.99503,0.665404,0.438694,0.089695,0.840523,0.94036,0.042454,0.999185,0.00388609,0.999985,0.991988,0.469562,0.925843,0.0460605,0.876589,0.0190143,0.345334,0.83231,0.921489,0.304365,0.119077,0.646778,0.801313,6.5317e-005,0.301994,0.00496966,0.334596,0.561306,0.910305,0.159477,0.0596396,0.957546,0.000814651,0.996114,1.51156e-005,0.00801202,0.530438,0.0741572,0.953939,0.123411,0.980986,0.654666,0.16769,0.0785107,0.695635,0.880923,0.353222,0.198687,0.999935,0.000880729,0.405978,0.00278853,0.339227,0.365273,0.252599,0.302412,0.00218253,0.328645,1.30357e-005
-445.473,0.819094,0.204452,4,15,0,466.747,0.9986,0.789739,0.599529,0.698993,0.0253453,0.977516,0.854826,0.00268984,0.795809,0.00134861,0.999375,0.992013,0.339015,0.999924,0.0515205,0.744114,0.0100467,0.0940294,0.690942,0.885858,0.321221,0.0475827,0.805202,0.410975,0.170414,0.00139968,0.210261,0.400471,0.301007,0.974655,0.0224836,0.145174,0.99731,0.204191,0.998651,0.000624966,0.00798675,0.660985,7.55823e-005,0.94848,0.255886,0.989953,0.905971,0.309058,0.114142,0.678779,0.952417,0.194798,0.589025,0.829586,0.00614002,0.39157,0.00191342,0.357342,0.167722,0.250934,0.48726,0.000154349,0.336965,3.53156e-010
-438.052,0.931016,0.204452,4,15,0,457.519,0.942786,0.994453,0.663117,0.620337,0.0349747,0.943189,0.913968,0.151874,0.979152,0.140753,0.822627,0.982369,0.143739,0.998267,0.059497,0.853888,0.0204988,0.261163,0.834519,0.790774,0.327316,0.391493,0.679985,0.689395,0.00356092,0.0572139,0.00554714,0.336883,0.379663,0.965025,0.0568112,0.0860316,0.848126,0.020848,0.859247,0.177373,0.0176314,0.856261,0.00173307,0.940503,0.146112,0.979501,0.738837,0.165481,0.209226,0.672684,0.608507,0.320015,0.310605,0.996439,0.0135871,0.316903,0.00725805,0.295427,0.304107,0.387018,0.346925,4.20998e-011,0.328123,0.000651884
-440.137,0.876331,0.204452,4,15,0,462.026,0.795778,0.813146,0.478923,0.506669,0.0563359,0.934552,0.938891,0.00187339,0.942414,0.00112078,0.975026,0.54928,0.00957675,0.748078,0.00908801,0.771348,0.365617,0.0666743,0.846911,0.897192,0.218278,0.0156905,0.5014,0.573077,0.00343771,0.204222,0.186854,0.521077,0.493331,0.943664,0.0654477,0.0611093,0.998127,0.0575865,0.998879,0.0249741,0.45072,0.990423,0.251922,0.990912,0.228652,0.634383,0.933326,0.153089,0.102808,0.781722,0.984309,0.4986,0.426923,0.996562,6.30582e-006,0.304882,3.19029e-005,0.333493,0.156056,0.338124,0.448293,7.50922e-006,0.395612,0.0234935
-439.787,0.499464,0.204452,4,15,0,457.082,0.916023,0.59952,0.599827,0.653864,0.0385579,0.880941,0.939447,0.00179583,0.987308,0.00186955,0.988926,0.717459,0.0173147,0.929534,0.0212871,0.902869,0.137291,0.12752,0.91179,0.961162,0.369028,0.0576746,0.618542,0.544957,0.0029932,0.0839774,0.40048,0.400173,0.346136,0.961442,0.119059,0.0605534,0.998204,0.0126923,0.99813,0.0110737,0.282541,0.982685,0.0704656,0.978713,0.0971311,0.862709,0.87248,0.0882102,0.0388378,0.630972,0.942325,0.381458,0.455043,0.997007,1.03722e-007,0.30759,0.00681199,0.329352,0.167854,0.359558,0.430522,3.67269e-006,0.394812,0.00349628
-438.082,0.721916,0.204452,4,15,0,455.965,0.998896,0.951337,0.641135,0.709963,0.0891901,0.964337,0.688155,0.0106918,0.817909,0.000924587,0.993556,0.937452,0.0153791,0.92165,0.071321,0.717949,0.0828636,0.261916,0.882244,0.724961,0.207597,0.048063,0.647428,0.32116,0.0216083,0.00110396,0.0486632,0.358865,0.290037,0.91081,0.0356628,0.311845,0.989308,0.182091,0.999075,0.0064435,0.0625484,0.984621,0.0783498,0.928679,0.282051,0.917136,0.738084,0.117756,0.275039,0.792403,0.951937,0.352572,0.67884,0.978392,0.000154638,0.337046,0.00191412,0.319276,0.188668,0.341479,0.439782,3.45257e-008,0.369482,0.00219891
-439.771,0.951867,0.204452,4,15,0,452.723,0.999974,0.883395,0.740165,0.610391,0.0210315,0.997875,0.979453,0.0917656,0.960359,0.00135652,0.834111,0.714944,0.0517262,0.982876,0.0558726,0.895627,0.0902193,0.100008,0.969914,0.745155,0.282755,0.0411331,0.517931,0.565685,0.0229265,2.61196e-005,0.116605,0.259835,0.389609,0.978969,0.00212516,0.0205468,0.908234,0.0396415,0.998643,0.165889,0.285056,0.948274,0.0171239,0.944127,0.104373,0.909781,0.899992,0.0300856,0.254845,0.717245,0.958867,0.482069,0.434315,0.977074,0.0268856,0.414607,0.00296919,0.266409,0.146125,0.312559,0.462606,0.00472674,0.361414,0.00169832
-438.095,0.757937,0.204452,4,15,0,454.969,0.99575,0.972438,0.419213,0.519239,0.00171013,0.99976,0.80194,0.00776917,0.923263,0.112901,0.971124,0.948255,0.0872772,0.905016,0.00598944,0.811515,0.288276,0.184091,0.287661,0.960671,0.462674,0.5794,0.764409,0.45509,0.0707702,0.00424954,0.0275617,0.580787,0.480761,0.99829,0.000239711,0.19806,0.992231,0.0767369,0.887099,0.0288764,0.0517451,0.912723,0.0949837,0.994011,0.188485,0.711724,0.815909,0.712339,0.0393291,0.537326,0.4206,0.235591,0.54491,0.92923,1.778e-006,0.381746,0.000219848,0.355141,0.291687,0.260487,0.360864,0.0021033,0.347227,0.000522236
-445.881,0.903788,0.204452,4,15,0,458.501,0.978595,0.888786,0.658062,0.586155,2.50309e-006,0.605503,0.929061,0.0160091,0.955194,0.000527644,0.893251,0.942803,0.404162,0.851783,0.19386,0.72459,0.142079,0.164094,0.994193,0.974443,0.158255,0.0150592,0.710403,0.681973,0.00322637,0.0214048,0.111214,0.341938,0.413845,0.999997,0.394497,0.0709387,0.983991,0.0448064,0.999472,0.106749,0.0571969,0.595838,0.148217,0.80614,0.27541,0.857921,0.835906,0.00580698,0.0255565,0.841745,0.984941,0.289597,0.318027,0.996774,0.000170004,0.360437,0.009668,0.288852,0.232246,0.349955,0.503953,0.000634967,0.253963,0.000120956
-442.029,0.315812,0.204452,4,15,0,467.965,0.756645,0.958474,0.66255,0.620953,8.41563e-006,0.910611,0.888091,0.00197217,0.959042,0.000755081,0.934812,0.946227,0.408093,0.950867,0.079181,0.577466,0.0614161,0.225593,0.987069,0.985275,0.223985,0.0175967,0.497631,0.737613,0.00188581,0.243355,0.0415265,0.33745,0.379047,0.999992,0.0893887,0.111909,0.998028,0.0409579,0.999245,0.0651882,0.0537734,0.591907,0.0491327,0.920819,0.422534,0.938584,0.774407,0.012931,0.0147252,0.776015,0.982403,0.502369,0.262387,0.998114,5.14323e-005,0.361322,0.00114484,0.264799,0.264225,0.369191,0.46233,0.000151658,0.272249,0.00453685
-445.208,0.350948,0.204452,4,31,0,463.121,0.974927,0.930493,0.622228,0.555335,6.69715e-006,0.975621,0.927155,0.00375106,0.994256,0.0889733,0.999266,0.970244,0.360828,0.990651,0.0159695,0.890095,0.0569905,0.0649451,0.995287,0.393662,0.144891,0.0135756,0.647746,0.601165,0.0114551,0.0250726,0.0695069,0.377772,0.444665,0.999993,0.0243787,0.0728454,0.996249,0.0057436,0.911027,0.000733693,0.0297555,0.639172,0.00934865,0.984031,0.109905,0.94301,0.935055,0.00471323,0.606338,0.855109,0.986424,0.352254,0.398835,0.988545,9.24625e-006,0.432402,0.00222397,0.270956,0.225273,0.287366,0.480324,0.00833737,0.29217,0.000938934
-446.198,0.84992,0.204452,4,31,0,463.689,0.958152,0.949754,0.661659,0.7677,9.80924e-007,0.972607,0.965471,0.113098,0.992144,0.0398471,0.999077,0.999646,0.192587,0.732047,0.401888,0.707876,0.126801,0.180257,0.966983,0.924789,0.056063,0.0207642,0.784913,0.578728,0.00827122,0.0418481,0.0502462,0.338341,0.2323,0.999999,0.0273929,0.0345288,0.886902,0.00785593,0.960153,0.000923097,0.000354442,0.807413,0.267953,0.598112,0.292124,0.873199,0.819743,0.0330171,0.0752114,0.943937,0.979236,0.215087,0.421272,0.991729,6.56867e-006,0.434884,0.00129669,0.331828,0.263294,0.195086,0.464222,1.87731e-005,0.27118,0.038183
-452.611,0.956011,0.204452,4,15,0,466.331,0.344555,0.989695,0.468605,0.302337,1.16347e-007,0.99711,0.753501,0.00797677,0.886058,0.000135223,0.984147,0.293343,0.133148,0.961759,8.21162e-005,0.685488,0.133106,0.0197472,0.35677,0.577742,0.590062,0.564485,0.706845,0.458629,0.0122082,0.655445,0.0103045,0.531395,0.697663,1,0.00289015,0.246499,0.992023,0.113942,0.999865,0.015853,0.706657,0.866852,0.0382407,0.999918,0.314512,0.866894,0.980253,0.64323,0.422258,0.409938,0.435515,0.293155,0.541371,0.987792,2.8884e-006,0.305886,0.00921758,0.307541,0.210418,0.369637,0.39587,0.00137327,0.384492,0.0155632
-438.015,0.956837,0.204452,4,15,0,469.607,0.871391,0.994807,0.470298,0.604179,1.1775e-007,0.932468,0.933086,0.0511276,0.744092,0.00789793,0.995098,0.900044,0.0915369,0.859147,0.0034297,0.928082,0.230152,0.00603398,0.626458,0.837342,0.176417,0.241988,0.84617,0.394774,0.0157812,0.128609,0.00519329,0.529702,0.395821,1,0.0675319,0.066914,0.948872,0.255908,0.992102,0.00490188,0.0999559,0.908463,0.140853,0.99657,0.0719184,0.769848,0.993966,0.373542,0.162658,0.823583,0.758012,0.15383,0.605226,0.984219,6.38705e-005,0.345244,5.57594e-005,0.318078,0.256174,0.307237,0.425912,0.00835785,0.317795,0.0210829
-437.509,0.876802,0.204452,4,31,0,453.831,0.879526,0.997411,0.342593,0.326131,0.00429479,0.949731,0.881656,0.0280499,0.986818,0.0217444,0.961706,0.992382,0.365052,0.988744,0.309849,0.731422,0.109688,0.035536,0.794508,0.990833,0.053948,0.205954,0.355209,0.68505,0.122508,0.120474,0.00258859,0.657407,0.673869,0.995705,0.0502695,0.118344,0.97195,0.0131821,0.978256,0.0382938,0.00761798,0.634948,0.0112565,0.690151,0.268578,0.890312,0.964464,0.205492,0.00916712,0.946052,0.794046,0.644791,0.31495,0.877492,4.67875e-006,0.321875,5.57618e-005,0.357786,0.274272,0.260027,0.465135,0.001711,0.260533,0.0586014
-440.931,0.925805,0.204452,4,15,0,453.826,0.765441,0.999398,0.342756,0.428754,0.0108873,0.992753,0.893069,0.00110345,0.995729,0.0254734,0.808377,0.895217,0.744857,0.999996,0.0418828,0.8475,0.254885,0.127583,0.832875,0.985296,0.0497585,0.140663,0.479224,0.618155,0.0768061,0.234559,0.000602215,0.657244,0.571246,0.989113,0.00724678,0.106931,0.998897,0.00427113,0.974527,0.191623,0.104783,0.255143,3.76796e-006,0.958117,0.1525,0.745115,0.872417,0.167125,0.014704,0.950241,0.859337,0.520776,0.381845,0.923194,0.00221801,0.336621,0.0244067,0.325729,0.238152,0.28495,0.471184,0.003232,0.26404,0.0494679
-445.62,0.889534,0.204452,4,15,0,458.566,0.906703,0.999904,0.323933,0.319169,0.00233253,0.965196,0.919089,0.000810554,0.984384,0.000379786,0.99865,0.817834,0.043374,0.999538,0.0848303,0.851194,0.118336,0.140719,0.536882,0.989992,0.233236,0.41469,0.741482,0.333819,0.0438935,0.0932966,9.57014e-005,0.676067,0.680831,0.997667,0.0348044,0.0809106,0.999189,0.0156158,0.99962,0.00135026,0.182166,0.956626,0.00046244,0.91517,0.148806,0.881664,0.859281,0.463118,0.0100078,0.766764,0.58531,0.258518,0.666181,0.956106,3.73417e-005,0.427952,4.05485e-006,0.293452,0.234132,0.27041,0.482317,1.31609e-007,0.28351,0.00818656
-434.93,0.962552,0.204452,4,15,0,455.718,0.615316,0.999968,0.529535,0.488836,0.129133,0.921067,0.838425,0.147495,0.945003,0.000897771,0.909935,0.979233,0.105759,0.995333,0.0969859,0.867734,0.150294,0.0658882,0.834506,0.902365,0.355896,0.24202,0.906525,0.616909,0.0410265,0.384684,3.20592e-005,0.470465,0.511164,0.870867,0.0789326,0.161575,0.852505,0.0549969,0.999102,0.0900654,0.0207669,0.894241,0.00466704,0.903014,0.132266,0.849706,0.934112,0.165494,0.0976355,0.644104,0.75798,0.093475,0.383091,0.958974,0.0304945,0.381576,2.29066e-006,0.285617,0.236426,0.321518,0.390253,0.0112237,0.342824,6.49197e-005
-435.327,0.967509,0.204452,4,15,0,445.664,0.961295,0.999996,0.600613,0.616054,0.01645,0.93582,0.967807,0.0183105,0.802063,0.0825338,0.950545,0.867699,0.259654,0.944864,0.0408859,0.793371,0.233483,0.0796809,0.512677,0.954158,0.305808,0.0857336,0.931985,0.571808,0.0500063,0.0387051,4.12743e-006,0.399387,0.383946,0.98355,0.0641801,0.0321933,0.981689,0.197937,0.917466,0.049455,0.132301,0.740346,0.0551355,0.959114,0.206629,0.766517,0.920319,0.487323,0.045842,0.694192,0.914266,0.0680148,0.428192,0.949994,0.000484425,0.391165,5.5781e-006,0.292518,0.271723,0.306565,0.333766,0.00967183,0.394021,8.09692e-005
